,region,age,type of kindergarten,contents,year,value
2243,Etnedal,3 years,Private,Children,2019,0
2244,Etnedal,4 years,Municipal,Children,2019,15
2245,Etnedal,4 years,County authorities/Government,Children,2019,0
2246,Etnedal,4 years,Private,Children,2019,0
2247,Etnedal,5 years,Municipal,Children,2019,8
2248,Etnedal,5 years,County authorities/Government,Children,2019,0
2249,Etnedal,5 years,Private,Children,2019,0
2250,Etnedal,6 years,Municipal,Children,2019,0
2251,Etnedal,6 years,County authorities/Government,Children,2019,0
2252,Etnedal,6 years,Private,Children,2019,0
2253,Etnedal,Unknown age,Municipal,Children,2019,0
2254,Etnedal,Unknown age,County authorities/Government,Children,2019,0
2255,Etnedal,Unknown age,Private,Children,2019,0
2256,Nord-Aurdal,0 years,Municipal,Children,2019,0
2257,Nord-Aurdal,0 years,County authorities/Government,Children,2019,0
2258,Nord-Aurdal,0 years,Private,Children,2019,0
2259,Nord-Aurdal,1 year,Municipal,Children,2019,31
2260,Nord-Aurdal,1 year,County authorities/Government,Children,2019,0
2261,Nord-Aurdal,1 year,Private,Children,2019,2
2262,Nord-Aurdal,2 years,Municipal,Children,2019,55
2263,Nord-Aurdal,2 years,County authorities/Government,Children,2019,0
2264,Nord-Aurdal,2 years,Private,Children,2019,6
2265,Nord-Aurdal,3 years,Municipal,Children,2019,48
2266,Nord-Aurdal,3 years,County authorities/Government,Children,2019,0
2267,Nord-Aurdal,3 years,Private,Children,2019,4
2268,Nord-Aurdal,4 years,Municipal,Children,2019,53
2269,Nord-Aurdal,4 years,County authorities/Government,Children,2019,0
2270,Nord-Aurdal,4 years,Private,Children,2019,6
2271,Nord-Aurdal,5 years,Municipal,Children,2019,53
2272,Nord-Aurdal,5 years,County authorities/Government,Children,2019,0
2273,Nord-Aurdal,5 years,Private,Children,2019,8
2274,Nord-Aurdal,6 years,Municipal,Children,2019,0
2275,Nord-Aurdal,6 years,County authorities/Government,Children,2019,0
2276,Nord-Aurdal,6 years,Private,Children,2019,0
2277,Nord-Aurdal,Unknown age,Municipal,Children,2019,0
2278,Nord-Aurdal,Unknown age,County authorities/Government,Children,2019,0
2279,Nord-Aurdal,Unknown age,Private,Children,2019,0
2280,Vestre Slidre,0 years,Municipal,Children,2019,0
2281,Vestre Slidre,0 years,County authorities/Government,Children,2019,0
2282,Vestre Slidre,0 years,Private,Children,2019,0
2283,Vestre Slidre,1 year,Municipal,Children,2019,10
2284,Vestre Slidre,1 year,County authorities/Government,Children,2019,0
2285,Vestre Slidre,1 year,Private,Children,2019,0
2286,Vestre Slidre,2 years,Municipal,Children,2019,14
2287,Vestre Slidre,2 years,County authorities/Government,Children,2019,0
2288,Vestre Slidre,2 years,Private,Children,2019,0
2289,Vestre Slidre,3 years,Municipal,Children,2019,15
2290,Vestre Slidre,3 years,County authorities/Government,Children,2019,0
2291,Vestre Slidre,3 years,Private,Children,2019,0
2292,Vestre Slidre,4 years,Municipal,Children,2019,19
2293,Vestre Slidre,4 years,County authorities/Government,Children,2019,0
2294,Vestre Slidre,4 years,Private,Children,2019,0
2295,Vestre Slidre,5 years,Municipal,Children,2019,11
2296,Vestre Slidre,5 years,County authorities/Government,Children,2019,0
2297,Vestre Slidre,5 years,Private,Children,2019,0
2298,Vestre Slidre,6 years,Municipal,Children,2019,0
2299,Vestre Slidre,6 years,County authorities/Government,Children,2019,0
2300,Vestre Slidre,6 years,Private,Children,2019,0
2301,Vestre Slidre,Unknown age,Municipal,Children,2019,0
2302,Vestre Slidre,Unknown age,County authorities/Government,Children,2019,0
2303,Vestre Slidre,Unknown age,Private,Children,2019,0
2304,Øystre Slidre,0 years,Municipal,Children,2019,0
2305,Øystre Slidre,0 years,County authorities/Government,Children,2019,0
2306,Øystre Slidre,0 years,Private,Children,2019,0
2307,Øystre Slidre,1 year,Municipal,Children,2019,8
2308,Øystre Slidre,1 year,County authorities/Government,Children,2019,0
2309,Øystre Slidre,1 year,Private,Children,2019,2
2310,Øystre Slidre,2 years,Municipal,Children,2019,20
2311,Øystre Slidre,2 years,County authorities/Government,Children,2019,0
2312,Øystre Slidre,2 years,Private,Children,2019,5
2313,Øystre Slidre,3 years,Municipal,Children,2019,32
2314,Øystre Slidre,3 years,County authorities/Government,Children,2019,0
2315,Øystre Slidre,3 years,Private,Children,2019,6
2316,Øystre Slidre,4 years,Municipal,Children,2019,26
2317,Øystre Slidre,4 years,County authorities/Government,Children,2019,0
2318,Øystre Slidre,4 years,Private,Children,2019,2
2319,Øystre Slidre,5 years,Municipal,Children,2019,31
2320,Øystre Slidre,5 years,County authorities/Government,Children,2019,0
2321,Øystre Slidre,5 years,Private,Children,2019,3
2322,Øystre Slidre,6 years,Municipal,Children,2019,0
2323,Øystre Slidre,6 years,County authorities/Government,Children,2019,0
2324,Øystre Slidre,6 years,Private,Children,2019,0
2325,Øystre Slidre,Unknown age,Municipal,Children,2019,0
2326,Øystre Slidre,Unknown age,County authorities/Government,Children,2019,0
2327,Øystre Slidre,Unknown age,Private,Children,2019,0
2328,Vang,0 years,Municipal,Children,2019,0
2329,Vang,0 years,County authorities/Government,Children,2019,0
2330,Vang,0 years,Private,Children,2019,0
2331,Vang,1 year,Municipal,Children,2019,7
2332,Vang,1 year,County authorities/Government,Children,2019,0
2333,Vang,1 year,Private,Children,2019,0
2334,Vang,2 years,Municipal,Children,2019,16
2335,Vang,2 years,County authorities/Government,Children,2019,0
2336,Vang,2 years,Private,Children,2019,0
2337,Vang,3 years,Municipal,Children,2019,13
2338,Vang,3 years,County authorities/Government,Children,2019,0
2339,Vang,3 years,Private,Children,2019,0
2340,Vang,4 years,Municipal,Children,2019,14
2341,Vang,4 years,County authorities/Government,Children,2019,0
2342,Vang,4 years,Private,Children,2019,0
2343,Vang,5 years,Municipal,Children,2019,15
2344,Vang,5 years,County authorities/Government,Children,2019,0
2345,Vang,5 years,Private,Children,2019,0
2346,Vang,6 years,Municipal,Children,2019,0
2347,Vang,6 years,County authorities/Government,Children,2019,0
2348,Vang,6 years,Private,Children,2019,0
2349,Vang,Unknown age,Municipal,Children,2019,0
2350,Vang,Unknown age,County authorities/Government,Children,2019,0
2351,Vang,Unknown age,Private,Children,2019,0
2352,Horten,0 years,Municipal,Children,2019,2
2353,Horten,0 years,County authorities/Government,Children,2019,0
2354,Horten,0 years,Private,Children,2019,8
2355,Horten,1 year,Municipal,Children,2019,100
2356,Horten,1 year,County authorities/Government,Children,2019,0
2357,Horten,1 year,Private,Children,2019,67
2358,Horten,2 years,Municipal,Children,2019,131
2359,Horten,2 years,County authorities/Government,Children,2019,0
2360,Horten,2 years,Private,Children,2019,95
2361,Horten,3 years,Municipal,Children,2019,177
2362,Horten,3 years,County authorities/Government,Children,2019,0
2363,Horten,3 years,Private,Children,2019,96
2364,Horten,4 years,Municipal,Children,2019,173
2365,Horten,4 years,County authorities/Government,Children,2019,0
2366,Horten,4 years,Private,Children,2019,92
2367,Horten,5 years,Municipal,Children,2019,175
2368,Horten,5 years,County authorities/Government,Children,2019,0
2369,Horten,5 years,Private,Children,2019,106
2370,Horten,6 years,Municipal,Children,2019,1
2371,Horten,6 years,County authorities/Government,Children,2019,0
2372,Horten,6 years,Private,Children,2019,2
2373,Horten,Unknown age,Municipal,Children,2019,0
2374,Horten,Unknown age,County authorities/Government,Children,2019,0
2375,Horten,Unknown age,Private,Children,2019,0
2376,Holmestrand,0 years,Municipal,Children,2019,2
2377,Holmestrand,0 years,County authorities/Government,Children,2019,0
2378,Holmestrand,0 years,Private,Children,2019,5
2379,Holmestrand,1 year,Municipal,Children,2019,75
2380,Holmestrand,1 year,County authorities/Government,Children,2019,0
2381,Holmestrand,1 year,Private,Children,2019,101
2382,Holmestrand,2 years,Municipal,Children,2019,107
2383,Holmestrand,2 years,County authorities/Government,Children,2019,0
2384,Holmestrand,2 years,Private,Children,2019,132
2385,Holmestrand,3 years,Municipal,Children,2019,118
2386,Holmestrand,3 years,County authorities/Government,Children,2019,0
2387,Holmestrand,3 years,Private,Children,2019,162
2388,Holmestrand,4 years,Municipal,Children,2019,111
2389,Holmestrand,4 years,County authorities/Government,Children,2019,0
2390,Holmestrand,4 years,Private,Children,2019,143
2391,Holmestrand,5 years,Municipal,Children,2019,134
2392,Holmestrand,5 years,County authorities/Government,Children,2019,0
2393,Holmestrand,5 years,Private,Children,2019,152
2394,Holmestrand,6 years,Municipal,Children,2019,1
2395,Holmestrand,6 years,County authorities/Government,Children,2019,0
2396,Holmestrand,6 years,Private,Children,2019,1
2397,Holmestrand,Unknown age,Municipal,Children,2019,0
2398,Holmestrand,Unknown age,County authorities/Government,Children,2019,0
2399,Holmestrand,Unknown age,Private,Children,2019,0
2400,Tønsberg,0 years,Municipal,Children,2019,8
2401,Tønsberg,0 years,County authorities/Government,Children,2019,0
2402,Tønsberg,0 years,Private,Children,2019,7
2403,Tønsberg,1 year,Municipal,Children,2019,278
2404,Tønsberg,1 year,County authorities/Government,Children,2019,0
2405,Tønsberg,1 year,Private,Children,2019,159
2406,Tønsberg,2 years,Municipal,Children,2019,327
2407,Tønsberg,2 years,County authorities/Government,Children,2019,0
2408,Tønsberg,2 years,Private,Children,2019,188
2409,Tønsberg,3 years,Municipal,Children,2019,376
2410,Tønsberg,3 years,County authorities/Government,Children,2019,0
2411,Tønsberg,3 years,Private,Children,2019,202
2412,Tønsberg,4 years,Municipal,Children,2019,380
2413,Tønsberg,4 years,County authorities/Government,Children,2019,0
2414,Tønsberg,4 years,Private,Children,2019,218
2415,Tønsberg,5 years,Municipal,Children,2019,382
2416,Tønsberg,5 years,County authorities/Government,Children,2019,0
2417,Tønsberg,5 years,Private,Children,2019,229
2418,Tønsberg,6 years,Municipal,Children,2019,4
2419,Tønsberg,6 years,County authorities/Government,Children,2019,0
2420,Tønsberg,6 years,Private,Children,2019,1
2421,Tønsberg,Unknown age,Municipal,Children,2019,0
2422,Tønsberg,Unknown age,County authorities/Government,Children,2019,0
2423,Tønsberg,Unknown age,Private,Children,2019,0
2424,Sandefjord,0 years,Municipal,Children,2019,3
2425,Sandefjord,0 years,County authorities/Government,Children,2019,0
2426,Sandefjord,0 years,Private,Children,2019,26
2427,Sandefjord,1 year,Municipal,Children,2019,139
2428,Sandefjord,1 year,County authorities/Government,Children,2019,0
2429,Sandefjord,1 year,Private,Children,2019,285
2430,Sandefjord,2 years,Municipal,Children,2019,223
2431,Sandefjord,2 years,County authorities/Government,Children,2019,0
2432,Sandefjord,2 years,Private,Children,2019,388
2433,Sandefjord,3 years,Municipal,Children,2019,256
2434,Sandefjord,3 years,County authorities/Government,Children,2019,0
2435,Sandefjord,3 years,Private,Children,2019,399
2436,Sandefjord,4 years,Municipal,Children,2019,267
2437,Sandefjord,4 years,County authorities/Government,Children,2019,0
2438,Sandefjord,4 years,Private,Children,2019,407
2439,Sandefjord,5 years,Municipal,Children,2019,257
2440,Sandefjord,5 years,County authorities/Government,Children,2019,0
2441,Sandefjord,5 years,Private,Children,2019,417
2442,Sandefjord,6 years,Municipal,Children,2019,1
2443,Sandefjord,6 years,County authorities/Government,Children,2019,0
2444,Sandefjord,6 years,Private,Children,2019,0
2445,Sandefjord,Unknown age,Municipal,Children,2019,0
2446,Sandefjord,Unknown age,County authorities/Government,Children,2019,0
2447,Sandefjord,Unknown age,Private,Children,2019,0
2448,Larvik,0 years,Municipal,Children,2019,6
2449,Larvik,0 years,County authorities/Government,Children,2019,0
2450,Larvik,0 years,Private,Children,2019,20
2451,Larvik,1 year,Municipal,Children,2019,157
2452,Larvik,1 year,County authorities/Government,Children,2019,0
2453,Larvik,1 year,Private,Children,2019,139
2454,Larvik,2 years,Municipal,Children,2019,238
2455,Larvik,2 years,County authorities/Government,Children,2019,0
2456,Larvik,2 years,Private,Children,2019,181
2457,Larvik,3 years,Municipal,Children,2019,268
2458,Larvik,3 years,County authorities/Government,Children,2019,0
2459,Larvik,3 years,Private,Children,2019,185
2460,Larvik,4 years,Municipal,Children,2019,261
2461,Larvik,4 years,County authorities/Government,Children,2019,0
2462,Larvik,4 years,Private,Children,2019,218
2463,Larvik,5 years,Municipal,Children,2019,256
2464,Larvik,5 years,County authorities/Government,Children,2019,0
2465,Larvik,5 years,Private,Children,2019,186
2466,Larvik,6 years,Municipal,Children,2019,2
2467,Larvik,6 years,County authorities/Government,Children,2019,0
2468,Larvik,6 years,Private,Children,2019,1
2469,Larvik,Unknown age,Municipal,Children,2019,0
2470,Larvik,Unknown age,County authorities/Government,Children,2019,0
2471,Larvik,Unknown age,Private,Children,2019,0
2472,Porsgrunn,0 years,Municipal,Children,2019,1
2473,Porsgrunn,0 years,County authorities/Government,Children,2019,0
2474,Porsgrunn,0 years,Private,Children,2019,8
2475,Porsgrunn,1 year,Municipal,Children,2019,82
2476,Porsgrunn,1 year,County authorities/Government,Children,2019,0
2477,Porsgrunn,1 year,Private,Children,2019,199
2478,Porsgrunn,2 years,Municipal,Children,2019,103
2479,Porsgrunn,2 years,County authorities/Government,Children,2019,0
2480,Porsgrunn,2 years,Private,Children,2019,211
2481,Porsgrunn,3 years,Municipal,Children,2019,127
2482,Porsgrunn,3 years,County authorities/Government,Children,2019,0
2483,Porsgrunn,3 years,Private,Children,2019,265
2484,Porsgrunn,4 years,Municipal,Children,2019,140
2485,Porsgrunn,4 years,County authorities/Government,Children,2019,0
2486,Porsgrunn,4 years,Private,Children,2019,242
2487,Porsgrunn,5 years,Municipal,Children,2019,123
2488,Porsgrunn,5 years,County authorities/Government,Children,2019,0
2489,Porsgrunn,5 years,Private,Children,2019,262
2490,Porsgrunn,6 years,Municipal,Children,2019,3
2491,Porsgrunn,6 years,County authorities/Government,Children,2019,0
2492,Porsgrunn,6 years,Private,Children,2019,2
2493,Porsgrunn,Unknown age,Municipal,Children,2019,0
2494,Porsgrunn,Unknown age,County authorities/Government,Children,2019,0
2495,Porsgrunn,Unknown age,Private,Children,2019,0
2496,Skien,0 years,Municipal,Children,2019,0
2497,Skien,0 years,County authorities/Government,Children,2019,2
2498,Skien,0 years,Private,Children,2019,24
2499,Skien,1 year,Municipal,Children,2019,152
2500,Skien,1 year,County authorities/Government,Children,2019,8
2501,Skien,1 year,Private,Children,2019,245
2502,Skien,2 years,Municipal,Children,2019,202
2503,Skien,2 years,County authorities/Government,Children,2019,11
2504,Skien,2 years,Private,Children,2019,287
2505,Skien,3 years,Municipal,Children,2019,222
2506,Skien,3 years,County authorities/Government,Children,2019,11
2507,Skien,3 years,Private,Children,2019,301
2508,Skien,4 years,Municipal,Children,2019,246
2509,Skien,4 years,County authorities/Government,Children,2019,8
2510,Skien,4 years,Private,Children,2019,304
2511,Skien,5 years,Municipal,Children,2019,243
2512,Skien,5 years,County authorities/Government,Children,2019,12
2513,Skien,5 years,Private,Children,2019,310
2514,Skien,6 years,Municipal,Children,2019,3
2515,Skien,6 years,County authorities/Government,Children,2019,0
2516,Skien,6 years,Private,Children,2019,4
2517,Skien,Unknown age,Municipal,Children,2019,0
2518,Skien,Unknown age,County authorities/Government,Children,2019,0
2519,Skien,Unknown age,Private,Children,2019,0
2520,Notodden,0 years,Municipal,Children,2019,3
2521,Notodden,0 years,County authorities/Government,Children,2019,0
2522,Notodden,0 years,Private,Children,2019,9
2523,Notodden,1 year,Municipal,Children,2019,42
2524,Notodden,1 year,County authorities/Government,Children,2019,0
2525,Notodden,1 year,Private,Children,2019,56
2526,Notodden,2 years,Municipal,Children,2019,49
2527,Notodden,2 years,County authorities/Government,Children,2019,0
2528,Notodden,2 years,Private,Children,2019,64
2529,Notodden,3 years,Municipal,Children,2019,48
2530,Notodden,3 years,County authorities/Government,Children,2019,0
2531,Notodden,3 years,Private,Children,2019,91
2532,Notodden,4 years,Municipal,Children,2019,54
2533,Notodden,4 years,County authorities/Government,Children,2019,0
2534,Notodden,4 years,Private,Children,2019,82
2535,Notodden,5 years,Municipal,Children,2019,49
2536,Notodden,5 years,County authorities/Government,Children,2019,0
2537,Notodden,5 years,Private,Children,2019,79
2538,Notodden,6 years,Municipal,Children,2019,2
2539,Notodden,6 years,County authorities/Government,Children,2019,0
2540,Notodden,6 years,Private,Children,2019,1
2541,Notodden,Unknown age,Municipal,Children,2019,0
2542,Notodden,Unknown age,County authorities/Government,Children,2019,0
2543,Notodden,Unknown age,Private,Children,2019,0
2544,Færder,0 years,Municipal,Children,2019,0
2545,Færder,0 years,County authorities/Government,Children,2019,0
2546,Færder,0 years,Private,Children,2019,3
2547,Færder,1 year,Municipal,Children,2019,86
2548,Færder,1 year,County authorities/Government,Children,2019,0
2549,Færder,1 year,Private,Children,2019,118
2550,Færder,2 years,Municipal,Children,2019,96
2551,Færder,2 years,County authorities/Government,Children,2019,0
2552,Færder,2 years,Private,Children,2019,128
2553,Færder,3 years,Municipal,Children,2019,123
2554,Færder,3 years,County authorities/Government,Children,2019,0
2555,Færder,3 years,Private,Children,2019,143
2556,Færder,4 years,Municipal,Children,2019,125
2557,Færder,4 years,County authorities/Government,Children,2019,0
2558,Færder,4 years,Private,Children,2019,139
2559,Færder,5 years,Municipal,Children,2019,126
2560,Færder,5 years,County authorities/Government,Children,2019,0
2561,Færder,5 years,Private,Children,2019,139
2562,Færder,6 years,Municipal,Children,2019,2
2563,Færder,6 years,County authorities/Government,Children,2019,0
2564,Færder,6 years,Private,Children,2019,2
2565,Færder,Unknown age,Municipal,Children,2019,0
2566,Færder,Unknown age,County authorities/Government,Children,2019,0
2567,Færder,Unknown age,Private,Children,2019,0
2568,Siljan,0 years,Municipal,Children,2019,0
2569,Siljan,0 years,County authorities/Government,Children,2019,0
2570,Siljan,0 years,Private,Children,2019,0
2571,Siljan,1 year,Municipal,Children,2019,18
2572,Siljan,1 year,County authorities/Government,Children,2019,0
2573,Siljan,1 year,Private,Children,2019,0
2574,Siljan,2 years,Municipal,Children,2019,14
2575,Siljan,2 years,County authorities/Government,Children,2019,0
2576,Siljan,2 years,Private,Children,2019,0
2577,Siljan,3 years,Municipal,Children,2019,19
2578,Siljan,3 years,County authorities/Government,Children,2019,0
2579,Siljan,3 years,Private,Children,2019,0
2580,Siljan,4 years,Municipal,Children,2019,26
2581,Siljan,4 years,County authorities/Government,Children,2019,0
2582,Siljan,4 years,Private,Children,2019,0
2583,Siljan,5 years,Municipal,Children,2019,19
2584,Siljan,5 years,County authorities/Government,Children,2019,0
2585,Siljan,5 years,Private,Children,2019,0
2586,Siljan,6 years,Municipal,Children,2019,0
2587,Siljan,6 years,County authorities/Government,Children,2019,0
2588,Siljan,6 years,Private,Children,2019,0
2589,Siljan,Unknown age,Municipal,Children,2019,0
2590,Siljan,Unknown age,County authorities/Government,Children,2019,0
2591,Siljan,Unknown age,Private,Children,2019,0
2592,Bamble,0 years,Municipal,Children,2019,1
2593,Bamble,0 years,County authorities/Government,Children,2019,0
2594,Bamble,0 years,Private,Children,2019,2
2595,Bamble,1 year,Municipal,Children,2019,57
2596,Bamble,1 year,County authorities/Government,Children,2019,0
2597,Bamble,1 year,Private,Children,2019,33
2598,Bamble,2 years,Municipal,Children,2019,71
2599,Bamble,2 years,County authorities/Government,Children,2019,0
2600,Bamble,2 years,Private,Children,2019,63
2601,Bamble,3 years,Municipal,Children,2019,77
2602,Bamble,3 years,County authorities/Government,Children,2019,0
2603,Bamble,3 years,Private,Children,2019,62
2604,Bamble,4 years,Municipal,Children,2019,64
2605,Bamble,4 years,County authorities/Government,Children,2019,0
2606,Bamble,4 years,Private,Children,2019,49
2607,Bamble,5 years,Municipal,Children,2019,79
2608,Bamble,5 years,County authorities/Government,Children,2019,0
2609,Bamble,5 years,Private,Children,2019,47
2610,Bamble,6 years,Municipal,Children,2019,0
2611,Bamble,6 years,County authorities/Government,Children,2019,0
2612,Bamble,6 years,Private,Children,2019,2
2613,Bamble,Unknown age,Municipal,Children,2019,0
2614,Bamble,Unknown age,County authorities/Government,Children,2019,0
2615,Bamble,Unknown age,Private,Children,2019,0
2616,Kragerø,0 years,Municipal,Children,2019,5
2617,Kragerø,0 years,County authorities/Government,Children,2019,0
2618,Kragerø,0 years,Private,Children,2019,0
2619,Kragerø,1 year,Municipal,Children,2019,41
2620,Kragerø,1 year,County authorities/Government,Children,2019,0
2621,Kragerø,1 year,Private,Children,2019,9
2622,Kragerø,2 years,Municipal,Children,2019,63
2623,Kragerø,2 years,County authorities/Government,Children,2019,0
2624,Kragerø,2 years,Private,Children,2019,12
2625,Kragerø,3 years,Municipal,Children,2019,73
2626,Kragerø,3 years,County authorities/Government,Children,2019,0
2627,Kragerø,3 years,Private,Children,2019,15
2628,Kragerø,4 years,Municipal,Children,2019,82
2629,Kragerø,4 years,County authorities/Government,Children,2019,0
2630,Kragerø,4 years,Private,Children,2019,10
2631,Kragerø,5 years,Municipal,Children,2019,72
2632,Kragerø,5 years,County authorities/Government,Children,2019,0
2633,Kragerø,5 years,Private,Children,2019,21
2634,Kragerø,6 years,Municipal,Children,2019,1
2635,Kragerø,6 years,County authorities/Government,Children,2019,0
2636,Kragerø,6 years,Private,Children,2019,0
2637,Kragerø,Unknown age,Municipal,Children,2019,0
2638,Kragerø,Unknown age,County authorities/Government,Children,2019,0
2639,Kragerø,Unknown age,Private,Children,2019,0
2640,Drangedal,0 years,Municipal,Children,2019,0
2641,Drangedal,0 years,County authorities/Government,Children,2019,0
2642,Drangedal,0 years,Private,Children,2019,0
2643,Drangedal,1 year,Municipal,Children,2019,19
2644,Drangedal,1 year,County authorities/Government,Children,2019,0
2645,Drangedal,1 year,Private,Children,2019,0
2646,Drangedal,2 years,Municipal,Children,2019,34
2647,Drangedal,2 years,County authorities/Government,Children,2019,0
2648,Drangedal,2 years,Private,Children,2019,0
2649,Drangedal,3 years,Municipal,Children,2019,32
2650,Drangedal,3 years,County authorities/Government,Children,2019,0
2651,Drangedal,3 years,Private,Children,2019,0
2652,Drangedal,4 years,Municipal,Children,2019,31
2653,Drangedal,4 years,County authorities/Government,Children,2019,0
2654,Drangedal,4 years,Private,Children,2019,0
2655,Drangedal,5 years,Municipal,Children,2019,39
2656,Drangedal,5 years,County authorities/Government,Children,2019,0
2657,Drangedal,5 years,Private,Children,2019,0
2658,Drangedal,6 years,Municipal,Children,2019,0
2659,Drangedal,6 years,County authorities/Government,Children,2019,0
2660,Drangedal,6 years,Private,Children,2019,0
2661,Drangedal,Unknown age,Municipal,Children,2019,0
2662,Drangedal,Unknown age,County authorities/Government,Children,2019,0
2663,Drangedal,Unknown age,Private,Children,2019,0
2664,Nome,0 years,Municipal,Children,2019,0
2665,Nome,0 years,County authorities/Government,Children,2019,0
2666,Nome,0 years,Private,Children,2019,0
2667,Nome,1 year,Municipal,Children,2019,26
2668,Nome,1 year,County authorities/Government,Children,2019,0
2669,Nome,1 year,Private,Children,2019,0
2670,Nome,2 years,Municipal,Children,2019,68
2671,Nome,2 years,County authorities/Government,Children,2019,0
2672,Nome,2 years,Private,Children,2019,0
2673,Nome,3 years,Municipal,Children,2019,65
2674,Nome,3 years,County authorities/Government,Children,2019,0
2675,Nome,3 years,Private,Children,2019,0
2676,Nome,4 years,Municipal,Children,2019,68
2677,Nome,4 years,County authorities/Government,Children,2019,0
2678,Nome,4 years,Private,Children,2019,0
2679,Nome,5 years,Municipal,Children,2019,59
2680,Nome,5 years,County authorities/Government,Children,2019,0
2681,Nome,5 years,Private,Children,2019,0
2682,Nome,6 years,Municipal,Children,2019,1
2683,Nome,6 years,County authorities/Government,Children,2019,0
2684,Nome,6 years,Private,Children,2019,0
2685,Nome,Unknown age,Municipal,Children,2019,0
2686,Nome,Unknown age,County authorities/Government,Children,2019,0
2687,Nome,Unknown age,Private,Children,2019,0
2688,Midt-Telemark,0 years,Municipal,Children,2019,0
2689,Midt-Telemark,0 years,County authorities/Government,Children,2019,0
2690,Midt-Telemark,0 years,Private,Children,2019,1
2691,Midt-Telemark,1 year,Municipal,Children,2019,30
2692,Midt-Telemark,1 year,County authorities/Government,Children,2019,0
2693,Midt-Telemark,1 year,Private,Children,2019,42
2694,Midt-Telemark,2 years,Municipal,Children,2019,35
2695,Midt-Telemark,2 years,County authorities/Government,Children,2019,0
2696,Midt-Telemark,2 years,Private,Children,2019,62
2697,Midt-Telemark,3 years,Municipal,Children,2019,35
2698,Midt-Telemark,3 years,County authorities/Government,Children,2019,0
2699,Midt-Telemark,3 years,Private,Children,2019,94
2700,Midt-Telemark,4 years,Municipal,Children,2019,37
2701,Midt-Telemark,4 years,County authorities/Government,Children,2019,0
2702,Midt-Telemark,4 years,Private,Children,2019,57
2703,Midt-Telemark,5 years,Municipal,Children,2019,31
2704,Midt-Telemark,5 years,County authorities/Government,Children,2019,0
2705,Midt-Telemark,5 years,Private,Children,2019,84
2706,Midt-Telemark,6 years,Municipal,Children,2019,0
2707,Midt-Telemark,6 years,County authorities/Government,Children,2019,0
2708,Midt-Telemark,6 years,Private,Children,2019,1
2709,Midt-Telemark,Unknown age,Municipal,Children,2019,0
2710,Midt-Telemark,Unknown age,County authorities/Government,Children,2019,0
2711,Midt-Telemark,Unknown age,Private,Children,2019,0
2712,Tinn,0 years,Municipal,Children,2019,9
2713,Tinn,0 years,County authorities/Government,Children,2019,0
2714,Tinn,0 years,Private,Children,2019,1
2715,Tinn,1 year,Municipal,Children,2019,20
2716,Tinn,1 year,County authorities/Government,Children,2019,0
2717,Tinn,1 year,Private,Children,2019,6
2718,Tinn,2 years,Municipal,Children,2019,23
2719,Tinn,2 years,County authorities/Government,Children,2019,0
2720,Tinn,2 years,Private,Children,2019,7
2721,Tinn,3 years,Municipal,Children,2019,37
2722,Tinn,3 years,County authorities/Government,Children,2019,0
2723,Tinn,3 years,Private,Children,2019,10
2724,Tinn,4 years,Municipal,Children,2019,29
2725,Tinn,4 years,County authorities/Government,Children,2019,0
2726,Tinn,4 years,Private,Children,2019,9
2727,Tinn,5 years,Municipal,Children,2019,38
2728,Tinn,5 years,County authorities/Government,Children,2019,0
2729,Tinn,5 years,Private,Children,2019,7
2730,Tinn,6 years,Municipal,Children,2019,0
2731,Tinn,6 years,County authorities/Government,Children,2019,0
2732,Tinn,6 years,Private,Children,2019,0
2733,Tinn,Unknown age,Municipal,Children,2019,0
2734,Tinn,Unknown age,County authorities/Government,Children,2019,0
2735,Tinn,Unknown age,Private,Children,2019,0
2736,Hjartdal,0 years,Municipal,Children,2019,1
2737,Hjartdal,0 years,County authorities/Government,Children,2019,0
2738,Hjartdal,0 years,Private,Children,2019,0
2739,Hjartdal,1 year,Municipal,Children,2019,4
2740,Hjartdal,1 year,County authorities/Government,Children,2019,0
2741,Hjartdal,1 year,Private,Children,2019,0
2742,Hjartdal,2 years,Municipal,Children,2019,19
2743,Hjartdal,2 years,County authorities/Government,Children,2019,0
2744,Hjartdal,2 years,Private,Children,2019,0
2745,Hjartdal,3 years,Municipal,Children,2019,16
2746,Hjartdal,3 years,County authorities/Government,Children,2019,0
2747,Hjartdal,3 years,Private,Children,2019,0
2748,Hjartdal,4 years,Municipal,Children,2019,11
2749,Hjartdal,4 years,County authorities/Government,Children,2019,0
2750,Hjartdal,4 years,Private,Children,2019,0
2751,Hjartdal,5 years,Municipal,Children,2019,19
2752,Hjartdal,5 years,County authorities/Government,Children,2019,0
2753,Hjartdal,5 years,Private,Children,2019,0
2754,Hjartdal,6 years,Municipal,Children,2019,2
2755,Hjartdal,6 years,County authorities/Government,Children,2019,0
2756,Hjartdal,6 years,Private,Children,2019,0
2757,Hjartdal,Unknown age,Municipal,Children,2019,0
2758,Hjartdal,Unknown age,County authorities/Government,Children,2019,0
2759,Hjartdal,Unknown age,Private,Children,2019,0
2760,Seljord,0 years,Municipal,Children,2019,0
2761,Seljord,0 years,County authorities/Government,Children,2019,0
2762,Seljord,0 years,Private,Children,2019,0
2763,Seljord,1 year,Municipal,Children,2019,13
2764,Seljord,1 year,County authorities/Government,Children,2019,0
