,NSRId,OrgNr,Navn,Karakteristikk,FulltNavn,KommuneNavn,Epost,ErAktiv,ErSkole,ErSkoleEier,ErGrunnSkole,ErPrivatSkole,ErOffentligSkole,ErVideregaaendeSkole,VisesPaaWeb,KommuneNr,FylkeNr,EndretDato
260,1000142,946733105,Raulandsakademiet AS Norsk Senter for Folkekultur,,Raulandsakademiet AS Norsk Senter for Folkekultur ,Vinje,,False,False,False,False,False,False,False,True,0834,08,2019-08-14T08:01:28.35
261,1001949,970529616,Folkeuniversitetet Asker,,Folkeuniversitetet Asker ,Asker,bente@asker.fu.no,False,False,False,False,False,False,False,True,0220,02,2019-08-14T08:01:29.133
262,1002043,971518634,Den Norske Eurytmihøyskole,,Den Norske Eurytmihøyskole ,Oslo,dne@eurytmi.no,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:31.363
263,1000301,971542462,Aftenskolen Høyres Studieforbund Region Ii,,Aftenskolen Høyres Studieforbund Region Ii ,Sandefjord,,False,False,False,False,False,False,False,True,0706,07,2019-08-14T08:01:31.5
264,1002022,971474750,Folkeuniversitetet Stavanger Friundervisningen,,Folkeuniversitetet Stavanger Friundervisningen ,Stavanger,,False,False,False,False,False,False,False,True,1103,11,2019-08-14T08:01:31.623
265,1000253,971454741,Folkeuniversitetet Stord-Fitjar-Bømlo,,Folkeuniversitetet Stord-Fitjar-Bømlo ,Stord,,False,False,False,False,False,False,False,True,1221,12,2019-08-14T08:01:31.743
266,1000258,971475366,Folkeuniversitetet Rana,,Folkeuniversitetet Rana ,Rana,,False,False,False,False,False,False,False,True,1833,18,2019-08-14T08:01:32.14
267,1001660,945712104,Institutt for Sjelesorg - Modum Bad Einar Lundbys Stiftelse,,Institutt for Sjelesorg - Modum Bad Einar Lundbys Stiftelse ,Modum,sjelesorg@modum-bad.no,False,False,False,False,False,False,False,True,0623,06,2019-08-14T08:01:32.29
268,1000147,950206705,Suss - Senteret for Ungdom Samliv og Seksualitet Ans,,Suss - Senteret for Ungdom Samliv og Seksualitet Ans ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:32.493
269,1000473,974639009,Sel kommune Helse- og Oppvekstetat,,Sel kommune Helse- og Oppvekstetat ,Sel,,False,False,False,False,False,False,False,True,0517,05,2019-08-14T08:01:34.263
270,1000474,974639122,Gausdal kommune Helse- og Sosialadministrasjon,,Gausdal kommune Helse- og Sosialadministrasjon ,Gausdal,,False,False,False,False,False,False,False,True,0522,05,2019-08-14T08:01:34.373
271,1000476,974639289,Gran kommune Kultur,,Gran kommune Kultur ,Gran,,False,False,False,False,False,False,False,True,0534,05,2019-08-14T08:01:34.603
272,1000486,974640325,Svelvik kommune Familietjenesten,,Svelvik kommune Familietjenesten ,Svelvik,,False,False,False,False,False,False,False,True,0711,07,2019-08-14T08:01:35.413
273,1000487,974640333,Svelvik kommune Kulturadministrasjon,,Svelvik kommune Kulturadministrasjon ,Svelvik,,False,False,False,False,False,False,False,True,0711,07,2019-08-14T08:01:35.553
274,1028243,974640511,Stokke kommune Helse- og Sosialetaten,,Stokke kommune Helse- og Sosialetaten ,Stokke,,False,False,False,False,False,False,False,True,0720,07,2019-08-14T08:01:35.85
275,1028244,874640522,Stokke kommune Kulturetaten,,Stokke kommune Kulturetaten ,Stokke,,False,False,False,False,False,False,False,True,0720,07,2019-08-14T08:01:36.17
276,1000490,974640589,Tjøme kommune Kultur- og Undervisningsetaten,,Tjøme kommune Kultur- og Undervisningsetaten ,Tjøme,,False,False,False,False,False,False,False,True,0723,07,2019-08-14T08:01:36.35
277,1028247,874773972,Sveio kommune Sektor for Oppvekst og Omsorg,,Sveio kommune Sektor for Oppvekst og Omsorg ,Sveio,,False,False,False,False,False,False,False,True,1216,12,2019-08-14T08:01:38.053
278,1028248,974776561,Gjemnes kommune Kulturavdeling,,Gjemnes kommune Kulturavdeling ,Gjemnes,,False,False,False,False,False,False,False,True,1557,15,2019-08-14T08:01:38.873
279,1000718,974776723,Aure kommune Kommunalteknikk,,Aure kommune Kommunalteknikk ,Aure,,False,False,False,False,False,False,False,True,1576,15,2019-08-14T08:01:39.08
280,1028250,974792303,Tromsø kommune Helse- og Sosial,,Tromsø kommune Helse- og Sosial ,Tromsø,,False,False,False,False,False,False,False,True,1902,19,2019-08-14T08:01:40.64
281,1028251,974793512,Nesseby kommune Kulturadministrasjon,,Nesseby kommune Kulturadministrasjon ,Unjárga - Nesseby,,False,False,False,False,False,False,False,True,2027,20,2019-08-14T08:01:41.103
282,1028252,974793547,Båtsfjord kommune Kultur og Fritid,,Båtsfjord kommune Kultur og Fritid ,Båtsfjord,,False,False,False,False,False,False,False,True,2028,20,2019-08-14T08:01:41.4
283,1000128,936294871,Dale Carnegie Norway AS,,Dale Carnegie Norway AS ,Oslo,info@dalecarnegie.se,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:41.57
284,1002025,971483393,Folkeuniversitetet Harstad,,Folkeuniversitetet Harstad ,Harstad,,False,False,False,False,False,False,False,True,1901,19,2019-08-14T08:01:41.71
285,1000126,934439570,Nki Norsk Kunnskaps-Institutt AS,,Nki Norsk Kunnskaps-Institutt AS ,Bærum,,False,False,False,False,False,False,False,True,0219,02,2019-08-14T08:01:41.84
286,1000496,974641739,Løten kommune Barne og Ungdoms Tjenesten,,Løten kommune Barne og Ungdoms Tjenesten ,Løten,,False,False,False,False,False,False,False,True,0415,04,2019-08-14T08:01:41.943
287,1000280,971512946,Rudolf Steinerskolen i Hurum Holtebrekk,,Rudolf Steinerskolen i Hurum Holtebrekk ,Hurum,,False,False,False,False,False,False,False,True,0628,06,2019-08-14T08:01:42.063
288,1000285,971514426,Helsepedagogisk R Steinerskole i Oslo,,Helsepedagogisk R Steinerskole i Oslo ,Oslo,hsteiner@online.no,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:42.17
289,1000019,871484902,Folkeuniversitetet Lillehammer Friundervisning,,Folkeuniversitetet Lillehammer Friundervisning ,Lillehammer,,False,False,False,False,False,False,False,True,0501,05,2019-08-14T08:01:42.3
290,1000261,971484926,Folkeuniversitetet Fron og Ringebu,,Folkeuniversitetet Fron og Ringebu ,Sør-Fron,,False,False,False,False,False,False,False,True,0519,05,2019-08-14T08:01:42.403
291,1000297,971536632,Østre Toten Friundervisning,,Østre Toten Friundervisning ,Østre Toten,,False,False,False,False,False,False,False,True,0528,05,2019-08-14T08:01:42.673
292,1000262,971485108,Folkeuniversitetet Flekkefjord,,Folkeuniversitetet Flekkefjord ,Flekkefjord,,False,False,False,False,False,False,False,True,1004,10,2019-08-14T08:01:42.773
293,1000263,971485116,Hægbostad Folkeuniversitet,,Hægbostad Folkeuniversitet ,Hægebostad,,False,False,False,False,False,False,False,True,1034,10,2019-08-14T08:01:42.89
294,1000264,971485124,Folkeuniversitetet Haugesund og Karmøy,,Folkeuniversitetet Haugesund og Karmøy ,Haugesund,fuhaug@online.no,False,False,False,False,False,False,False,True,1106,11,2019-08-14T08:01:43.03
295,1002027,971485159,Folkeuniversitetet Strand Friundervisning,,Folkeuniversitetet Strand Friundervisning ,Strand,,False,False,False,False,False,False,False,True,1130,11,2019-08-14T08:01:43.153
296,1000020,871485232,Folkeuniversitetet Flora,,Folkeuniversitetet Flora ,Flora,trine.tonnesen@c2i.net,False,False,False,False,False,False,False,True,1401,14,2019-08-14T08:01:43.25
297,1002029,971485299,Folkeuniversitet Førde,,Folkeuniversitet Førde ,Førde,,False,False,False,False,False,False,False,True,1432,14,2019-08-14T08:01:43.343
298,1000265,971485450,Folkeuniveristetet Stjørdal/meråker,,Folkeuniveristetet Stjørdal/meråker ,Stjørdal,,False,False,False,False,False,False,False,True,1714,17,2019-08-14T08:01:43.45
299,1000266,971485523,Folkeuniversitetet Narvik,,Folkeuniversitetet Narvik ,Narvik,,False,False,False,False,False,False,False,True,1805,18,2019-08-14T08:01:43.553
300,1000202,970921516,Sømna Friundervisning,,Sømna Friundervisning ,Sømna,,False,False,False,False,False,False,False,True,1812,18,2019-08-14T08:01:43.683
301,1002030,971485566,Folkeuniversitetet Skånland,,Folkeuniversitetet Skånland ,Evenes,,False,False,False,False,False,False,False,True,1853,18,2019-08-14T08:01:43.813
302,1000009,871007462,Folkeuniversitetet Vesterålen,,Folkeuniversitetet Vesterålen ,Sortland - Suortá,fuv@nndata.no,False,False,False,False,False,False,False,True,1870,18,2019-08-14T08:01:43.95
303,1000267,971485639,Folkeuniversitetet Alta,,Folkeuniversitetet Alta ,Alta,,False,False,False,False,False,False,False,True,2012,20,2019-08-14T08:01:44.053
304,1000148,950276142,Musikk Instrument Akademiet AS,,Musikk Instrument Akademiet AS ,Sarpsborg,mia@mia.no,False,False,False,False,False,False,False,True,0105,01,2019-08-14T08:01:44.24
305,1000135,945083018,Ra-Consult AS,,Ra-Consult AS ,Nesodden,,False,False,False,False,False,False,False,True,0216,02,2019-08-14T08:01:44.353
306,1028253,974642182,Aust-Agder fylkeskommune Helse- og Sosialetaten,,Aust-Agder fylkeskommune Helse- og Sosialetaten ,Arendal,,False,False,False,False,False,False,False,True,0906,09,2019-08-14T08:01:45.063
307,1000729,974778661,Nord-Trøndelag fylkeskommune Fylkesutdanningssjefen,,Nord-Trøndelag fylkeskommune Fylkesutdanningssjefen ,Steinkjer,,False,False,False,False,False,False,False,True,1702,17,2019-08-14T08:01:45.573
308,1028254,970332294,Norsk Luthersk Misjonssamband Oslo Krets,,Norsk Luthersk Misjonssamband Oslo Krets ,Oslo,oslokrets@nlm.no,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:46.97
309,1000027,873147652,Norsk Luthersk Misjonssamband Agder Krets,,Norsk Luthersk Misjonssamband Agder Krets ,Kristiansand,,False,False,False,False,False,False,False,True,1001,10,2019-08-14T08:01:47.14
310,1028255,971351837,Norsk Luthersk Misjonssamband,,Norsk Luthersk Misjonssamband ,Bergen,post@bergen.nlm.no,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:47.34
311,1028256,971369140,Norsk Luthersk Misjonssamband Sunnmøre og Romsdal Krins,,Norsk Luthersk Misjonssamband Sunnmøre og Romsdal Krins ,Ålesund,,False,False,False,False,False,False,False,True,1504,15,2019-08-14T08:01:47.61
312,1028257,970296107,Norsk Luthersk Misjonssamband Trøndelag Krets,,Norsk Luthersk Misjonssamband Trøndelag Krets ,Trondheim,,False,False,False,False,False,False,False,True,1601,16,2019-08-14T08:01:48.03
313,1028258,970242988,Norsk Luthersk Misjonssamband Troms og Finnmark Krets,,Norsk Luthersk Misjonssamband Troms og Finnmark Krets ,Lenvik,nlmf@online.no,False,False,False,False,False,False,False,True,1931,19,2019-08-14T08:01:48.3
314,1000268,971489642,Folkeuniversitetet i Fredrikstad,,Folkeuniversitetet i Fredrikstad ,Fredrikstad,info@fuf.no,False,False,False,False,False,False,False,True,0106,01,2019-08-14T08:01:48.453
315,1000022,871520542,Folkeuniversitetet Indre Østfold Rakkestad,,Folkeuniversitetet Indre Østfold Rakkestad ,Askim,,False,False,False,False,False,False,False,True,0124,01,2019-08-14T08:01:48.553
316,1000269,971489650,Folkeuniversitetet Follo,,Folkeuniversitetet Follo ,Oppegård,,False,False,False,False,False,False,False,True,0217,02,2019-08-14T08:01:48.663
317,1000270,971489669,Friundervisningen i Bærum,,Friundervisningen i Bærum ,Bærum,,False,False,False,False,False,False,False,True,0219,02,2019-08-14T08:01:48.78
318,1000271,971489677,Folkeuniversitetet Friundervisning i Løten og Stange,,Folkeuniversitetet Friundervisning i Løten og Stange ,Løten,,False,False,False,False,False,False,False,True,0415,04,2019-08-14T08:01:48.923
319,1002031,971489685,Folkeuniversitetet Tynset Tolga Alvdal Folldal,,Folkeuniversitetet Tynset Tolga Alvdal Folldal ,Tynset,fut-t@online.no,False,False,False,False,False,False,False,True,0437,04,2019-08-14T08:01:49.07
320,1000878,975655938,Folkeuniversitetet Dalane,,Folkeuniversitetet Dalane ,Time,,False,False,False,False,False,False,False,True,1121,11,2019-08-14T08:01:49.293
321,1000272,971489723,Friundervisningen i Sauda,,Friundervisningen i Sauda ,Sauda,,False,False,False,False,False,False,False,True,1135,11,2019-08-14T08:01:49.41
322,1002032,971489731,Folkeuniversitetet Vest,,Folkeuniversitetet Vest ,Fjell,wenche@fuvest.no,False,False,False,False,False,False,False,True,1246,12,2019-08-14T08:01:49.54
323,1002033,971489863,Folkeuniversitetet Innherred,,Folkeuniversitetet Innherred ,Steinkjer,,False,False,False,False,False,False,False,True,1702,17,2019-08-14T08:01:49.663
324,1000273,971489871,Folkeuniversitetet Bodø,,Folkeuniversitetet Bodø ,Bodø,fubod@c2i.net,False,False,False,False,False,False,False,True,1804,18,2019-08-14T08:01:49.8
325,1000021,871489882,Folkeuniversitetet Brønnøy Friundervisning,,Folkeuniversitetet Brønnøy Friundervisning ,Brønnøy,,False,False,False,False,False,False,False,True,1813,18,2019-08-14T08:01:49.933
326,1000274,971489898,Folkeuniversitetet Mosjøen,,Folkeuniversitetet Mosjøen ,Vefsn,,False,False,False,False,False,False,False,True,1824,18,2019-08-14T08:01:50.083
327,1001337,871489912,Folkeuniversitetet Tromsø,,Folkeuniversitetet Tromsø ,Tromsø,,False,False,False,False,False,False,False,True,1902,19,2019-08-14T08:01:50.207
328,1000249,971438681,Folkeuniversitetet i Oppland,,Folkeuniversitetet i Oppland ,Gjøvik,,False,False,False,False,False,False,False,True,0502,05,2019-08-14T08:01:50.483
329,1000502,974642247,Pedagogisk-Psykologisk Tjeneste for Indre Østfold,,Pedagogisk-Psykologisk Tjeneste for Indre Østfold ,Eidsberg,,False,False,False,False,False,False,False,True,0125,01,2019-08-14T08:01:50.617
330,1000275,971490934,Det Almindelige Samfund,,Det Almindelige Samfund ,Eigersund,detask@online.no,False,False,True,False,False,False,False,True,1101,11,2019-08-14T08:01:50.763
331,1000001,811014982,Jæren Kristne Senter,,Jæren Kristne Senter ,Sandnes,skole@jks.nu,False,False,False,False,False,False,False,True,1102,11,2019-08-14T08:01:50.903
332,1000145,948594803,Mikropartner AS,,Mikropartner AS ,Lenvik,,False,False,False,False,False,False,False,True,1931,19,2019-08-14T08:01:51.413
333,1000505,974642484,Pedagogisk-Psykologisk Kontor for Øvre Valdres,,Pedagogisk-Psykologisk Kontor for Øvre Valdres ,Vestre Slidre,,False,False,False,False,False,False,False,True,0543,05,2019-08-14T08:01:51.513
334,1000506,974642530,Pedagogisk-Psykologisk Tjenestekontor,,Pedagogisk-Psykologisk Tjenestekontor ,Arendal,,False,False,False,False,False,False,False,True,0906,09,2019-08-14T08:01:51.643
335,1000507,974642557,Pedagogisk-Psykologisk Tjeneste for Tvedestrand/vegårshei,,Pedagogisk-Psykologisk Tjeneste for Tvedestrand/vegårshei ,Tvedestrand,,False,False,False,False,False,False,False,True,0914,09,2019-08-14T08:01:51.747
336,1000508,974642573,Pedagogisk-Psykologisk Teneste for Setesdal,,Pedagogisk-Psykologisk Teneste for Setesdal ,Valle,,False,False,False,False,False,False,False,True,0940,09,2019-08-14T08:01:51.863
337,1000735,974780046,Pedagogisk-Psykologisk Teneste for Etne og Ølen,,Pedagogisk-Psykologisk Teneste for Etne og Ølen ,Ølen,,False,False,False,False,False,False,False,True,1159,11,2019-08-14T08:01:51.963
338,1000736,974780089,Pedagogisk-Psykologisk Tj. i Vaksdal Modalen og Samnanger,,Pedagogisk-Psykologisk Tj. i Vaksdal Modalen og Samnanger ,Vaksdal,,False,False,False,False,False,False,False,True,1251,12,2019-08-14T08:01:52.077
339,1000737,974780100,Pedagogisk-Psykologisk Rådgivningskontor Gulen og Solund,,Pedagogisk-Psykologisk Rådgivningskontor Gulen og Solund ,Gulen,,False,False,False,False,False,False,False,True,1411,14,2019-08-14T08:01:52.197
340,1000065,874780162,Pedagogisk-Psykologisk Rådgivningskontor i Eid,,Pedagogisk-Psykologisk Rådgivningskontor i Eid ,Eid,,False,False,False,False,False,False,False,True,1443,14,2019-08-14T08:01:52.453
341,1000739,974780208,"Pedagogisk-Psyk. Tjeneste for Aukra,Midsund,Molde og Nesset",,"Pedagogisk-Psyk. Tjeneste for Aukra,Midsund,Molde og Nesset ",Molde,,False,False,False,False,False,False,False,True,1502,15,2019-08-14T08:01:52.587
342,1000286,971516240,Oslo Malerklubb V/ingrid Welhaven,,Oslo Malerklubb V/ingrid Welhaven ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:52.727
343,1000741,974780267,Pedagogisk-Psykologisk Teneste- Kontor for Ulstein og Hareid,,Pedagogisk-Psykologisk Teneste- Kontor for Ulstein og Hareid ,Ulstein,,False,False,False,False,False,False,False,True,1516,15,2019-08-14T08:01:53.003
344,1000742,974780275,Skulepsykologisk Kontor for Volda og Ørsta,,Skulepsykologisk Kontor for Volda og Ørsta ,Volda,,False,False,False,False,False,False,False,True,1519,15,2019-08-14T08:01:53.133
345,1000743,974780305,Pedagogisk-Psykologisk Rådgivningsktr. for Stranda og Nord,,Pedagogisk-Psykologisk Rådgivningsktr. for Stranda og Nord ,Stranda,,False,False,False,False,False,False,False,True,1525,15,2019-08-14T08:01:53.243
346,1000861,974793946,Pedagogisk Psykologisk Tjeneste for Lofoten,,Pedagogisk Psykologisk Tjeneste for Lofoten ,Vestvågøy,,False,False,False,False,False,False,False,True,1860,18,2019-08-14T08:01:53.753
347,1000862,974793954,Pedagogisk-Psykologisk Distriktssenter for Sør-Troms,,Pedagogisk-Psykologisk Distriktssenter for Sør-Troms ,Harstad,,False,False,False,False,False,False,False,True,1901,19,2019-08-14T08:01:53.877
348,1000863,974793962,Pedagogisk-Psykologisk Rådgivning Salangen Dyrøy og Lavangen,,Pedagogisk-Psykologisk Rådgivning Salangen Dyrøy og Lavangen ,Salangen,,False,False,False,False,False,False,False,True,1923,19,2019-08-14T08:01:54.003
349,1000864,974794004,Pedagogisk-Psykologisk Tjeneste for Nord-Troms,,Pedagogisk-Psykologisk Tjeneste for Nord-Troms ,Nordreisa,,False,False,False,False,False,False,False,True,1942,19,2019-08-14T08:01:54.123
350,1000746,974780461,Voss Interkommunale Ppt-Kontor Aurland Granvin Ulvik og Voss,,Voss Interkommunale Ppt-Kontor Aurland Granvin Ulvik og Voss ,Voss,,False,False,False,False,False,False,False,True,1235,12,2019-08-14T08:01:54.253
351,1000747,974780526,Bergen kommune bydel Arna,,Bergen kommune bydel Arna ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:54.357
352,1000748,974780542,Bergen kommune bydel Fana,,Bergen kommune bydel Fana ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:54.493
353,1028259,974780550,Bergen kommune bydel Fyllingsdalen,,Bergen kommune bydel Fyllingsdalen ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:54.783
354,1028260,974780569,Bergen kommune bydel Laksevåg,,Bergen kommune bydel Laksevåg ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:55.067
355,1000751,974780577,Bergen kommune bydel Årstad,,Bergen kommune bydel Årstad ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:55.243
356,1028261,974780615,Bergen kommune bydel Bergenhus,,Bergen kommune bydel Bergenhus ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:55.517
357,1000753,974780623,Bergen kommune bydel Ytrebygda,,Bergen kommune bydel Ytrebygda ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:55.753
358,1000509,974642611,Pedagogisk-Psykologisk Rådgivningskontor for Ål og Hol,,Pedagogisk-Psykologisk Rådgivningskontor for Ål og Hol ,Ål,,False,False,False,False,False,False,False,True,0619,06,2019-08-14T08:01:55.963
359,1002035,971492635,Studieforbundet for Folkeopplysning,,Studieforbundet for Folkeopplysning ,Oslo,sff@folkeopplysning.no,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:56.763
360,1000179,969961296,Bærum Husflidsforening,,Bærum Husflidsforening ,Bærum,,False,False,False,False,False,False,False,True,0219,02,2019-08-14T08:01:57.017
361,1000283,971513632,Aof Drammen Kongsberg Numedal,,Aof Drammen Kongsberg Numedal ,Drammen,,False,False,False,False,False,False,False,True,0602,06,2019-08-14T08:01:57.263
362,1000231,971343176,Rogaland Vernepleierhøgskole,,Rogaland Vernepleierhøgskole ,Hå,,False,False,False,False,False,False,False,True,1119,11,2019-08-14T08:01:57.693
363,1002069,971528664,Opplæringskontoret for Bygggfagene i Inn-Trøndelag,,Opplæringskontoret for Bygggfagene i Inn-Trøndelag ,Steinkjer,,False,False,False,False,False,False,False,True,1702,17,2019-08-14T08:01:57.823
364,1012049,965073965,Mandala Senter Regnbueskolen Harald Thiis,,Mandala Senter Regnbueskolen Harald Thiis ,Gausdal,,False,False,False,False,False,False,False,True,0522,05,2019-08-14T08:01:57.947
365,1000302,971542683,Mølla kunstskole stiftelsen,,Mølla kunstskole stiftelsen ,Moss,,False,False,False,False,False,False,False,True,0104,01,2019-08-14T08:01:58.047
366,1000004,861288242,Næringsakademiet AS,,Næringsakademiet AS ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:58.317
367,1000208,970969632,Levende Ord Bibelsenter Bergen,,Levende Ord Bibelsenter Bergen ,Bergen,post@levendeord.no,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:01:58.487
368,1028262,954673502,Moss Bibelsenter,,Moss Bibelsenter ,Moss,post@mossbibelsenter.no,False,False,False,False,False,False,False,True,0104,01,2019-08-14T08:01:58.767
369,1000276,971500409,Guds Lam Kirke,,Guds Lam Kirke ,Oslo,guds@online.no,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:58.977
370,1028263,971513217,Oasen Bibelsenter,,Oasen Bibelsenter ,Søgne,,False,False,False,False,False,False,False,True,1018,10,2019-08-14T08:01:59.183
371,1012048,963776624,Tore Granlund Opplæring,,Tore Granlund Opplæring ,Gran,,False,False,False,False,False,False,False,True,0534,05,2019-08-14T08:01:59.373
372,1000531,974762773,Huseby kompetansesenter,,Huseby kompetansesenter ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:01:59.513
373,1000215,971082119,Øverby kompetansesenter,,Øverby kompetansesenter ,Gjøvik,overby@staped.no,False,False,False,False,False,False,False,True,0502,05,2019-08-14T08:02:00.403
374,1000300,971541679,Nedre Gausen kompetansesenter,,Nedre Gausen kompetansesenter ,Holmestrand,,False,False,False,False,False,False,False,True,0702,07,2019-08-14T08:02:00.517
375,1000024,871561362,Eikelund kompetansesenter,,Eikelund kompetansesenter ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:02:00.647
376,1000320,971575573,Møller kompetansesenter Statlig Spesialpedagogisk Støttesys,,Møller kompetansesenter Statlig Spesialpedagogisk Støttesys ,Trondheim,ekspedisjon@ks-moller.no,False,False,False,False,False,False,False,True,1601,16,2019-08-14T08:02:00.793
377,1000319,971575484,Tambartun kompetansesenter,,Tambartun kompetansesenter ,Melhus,,False,False,False,False,False,False,False,True,1653,16,2019-08-14T08:02:00.917
378,1000207,970950915,Trøndelag kompetansesenter,,Trøndelag kompetansesenter ,Levanger,,False,False,False,False,False,False,False,True,1719,17,2019-08-14T08:02:01.037
379,1000023,871526052,Skådalen kompetansesenter,,Skådalen kompetansesenter ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:02:01.137
380,1000224,971285982,Bredtvedt kompetansesenter,,Bredtvedt kompetansesenter ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:02:01.263
381,1000290,971525770,Torshov kompetansesenter,,Torshov kompetansesenter ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:02:01.417
382,1000766,974789477,Vestlandet kompetansesenter,,Vestlandet kompetansesenter ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:02:01.523
383,1000316,971569557,Søreide kompetansesenter,,Søreide kompetansesenter ,Gloppen,,False,False,False,False,False,False,False,True,1445,14,2019-08-14T08:02:01.647
384,1000196,970438831,Lillegården kompetansesenter,,Lillegården kompetansesenter ,Porsgrunn,,False,False,False,False,False,False,False,True,0805,08,2019-08-14T08:02:01.753
385,1000865,974794047,Pedagogisk-Psykologisk Distriktstjeneste,,Pedagogisk-Psykologisk Distriktstjeneste ,Sortland - Suortá,,False,False,False,False,False,False,False,True,1870,18,2019-08-14T08:02:01.883
386,1000159,960547608,Rogaland Markedshøyskole AS,,Rogaland Markedshøyskole AS ,Stavanger,,False,False,False,False,False,False,False,True,1103,11,2019-08-14T08:02:02.057
387,1028264,974643936,Nissedal kommune Fellestenester,,Nissedal kommune Fellestenester ,Nissedal,,False,False,False,False,False,False,False,True,0830,08,2019-08-14T08:02:03.017
388,1000756,974780968,Søgne kommune Sentraladministrasjon,,Søgne kommune Sentraladministrasjon ,Søgne,,False,False,False,False,False,False,False,True,1018,10,2019-08-14T08:02:03.363
389,1000046,874652172,Høgskolen i Akershus,,Høgskolen i Akershus ,Skedsmo,,False,False,False,False,False,False,False,True,0231,02,2019-08-14T08:02:03.713
390,1000514,974652323,Høgskolen i Oslo,,Høgskolen i Oslo ,Oslo,,False,False,False,False,False,False,False,True,0301,03,2019-08-14T08:02:03.847
391,1000329,974251760,Høgskolen i Hedmark,,Høgskolen i Hedmark ,Elverum,,False,False,False,False,False,False,False,True,0427,04,2019-08-14T08:02:03.977
392,1000205,970937668,Høgskolen i Gjøvik,,Høgskolen i Gjøvik ,Gjøvik,,False,False,False,False,False,False,False,True,0502,05,2019-08-14T08:02:04.117
393,1000872,975264793,Høgskolen i Lillehammer,,Høgskolen i Lillehammer ,Lillehammer,postmottak@hil.no,False,False,False,False,False,False,False,True,0501,05,2019-08-14T08:02:04.723
394,1000318,971572795,Høgskolen i Buskerud,,Høgskolen i Buskerud ,Kongsberg,,False,False,False,False,False,False,False,True,0604,06,2019-08-14T08:02:04.883
395,1000765,974789388,Høgskolen i Vestfold,,Høgskolen i Vestfold ,Horten,,False,False,False,False,False,False,False,True,0701,07,2019-08-14T08:02:05.007
396,1000303,971544929,Høgskolen i Telemark,,Høgskolen i Telemark ,Porsgrunn,,False,False,False,False,False,False,False,True,0805,08,2019-08-14T08:02:05.197
397,1000200,970889906,Høgskolen Stord/haugesund,,Høgskolen Stord/haugesund ,Stord,postmottak@hsh.no,False,False,False,False,False,False,False,True,1221,12,2019-08-14T08:02:05.437
398,1000516,974652366,Høgskolen i Bergen,,Høgskolen i Bergen ,Bergen,,False,False,False,False,False,False,False,True,1201,12,2019-08-14T08:02:05.643
399,1000328,974246724,Høgskulen i Sogn og Fjordane,,Høgskulen i Sogn og Fjordane ,Sogndal,,False,False,False,False,False,False,False,True,1420,14,2019-08-14T08:02:05.767
400,1000317,971572140,Høgskolen i Ålesund,,Høgskolen i Ålesund ,Ålesund,,False,False,False,False,False,False,False,True,1504,15,2019-08-14T08:02:05.973
401,1000871,975264750,Høgskolen i Sør-Trøndelag,,Høgskolen i Sør-Trøndelag ,Trondheim,,False,False,False,False,False,False,False,True,1601,16,2019-08-14T08:02:06.093
402,1000321,971575905,Høgskolen i Nord-Trøndelag,,Høgskolen i Nord-Trøndelag ,Steinkjer,,False,False,False,False,False,False,False,True,1702,17,2019-08-14T08:02:06.237
403,1000515,974652331,Høgskolen i Finnmark,,Høgskolen i Finnmark ,Alta,,False,False,False,False,False,False,False,True,2012,20,2019-08-14T08:02:06.483
404,1000203,970921885,Høgskolen i Narvik,,Høgskolen i Narvik ,Narvik,,False,False,False,False,False,False,False,True,1805,18,2019-08-14T08:02:06.69
405,1000026,871571082,Høgskolen i Tromsø,,Høgskolen i Tromsø ,Tromsø,postmottak@hitos.no,False,False,False,False,False,False,False,True,1902,19,2019-08-14T08:02:06.82
