,region,contents,year,value
306,Østre Toten (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.5
307,Østre Toten (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
308,Vestre Toten (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.2
309,Vestre Toten (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.6
310,Vestre Toten (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.7
311,Vestre Toten (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
312,Jevnaker (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.0
313,Jevnaker (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.8
314,Jevnaker (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.7
315,Jevnaker (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
316,Lunner (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.3
317,Lunner (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.5
318,Lunner (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.7
319,Lunner (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
320,Gran (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.5
321,Gran (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.4
322,Gran (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.1
323,Gran (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
324,Søndre Land (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,79.6
325,Søndre Land (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.9
326,Søndre Land (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.6
327,Søndre Land (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
328,Nordre Land (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,74.3
329,Nordre Land (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.9
330,Nordre Land (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.5
331,Nordre Land (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
332,Sør-Aurdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.1
333,Sør-Aurdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,86.1
334,Sør-Aurdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,88.2
335,Sør-Aurdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
336,Etnedal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,73.3
337,Etnedal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.2
338,Etnedal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.2
339,Etnedal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.2
340,Nord-Aurdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,79.7
341,Nord-Aurdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.2
342,Nord-Aurdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.2
343,Nord-Aurdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
344,Vestre Slidre (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.0
345,Vestre Slidre (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.6
346,Vestre Slidre (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.7
347,Vestre Slidre (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.9
348,Øystre Slidre (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,77.8
349,Øystre Slidre (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.6
350,Øystre Slidre (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.2
351,Øystre Slidre (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
352,Vang (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,76.7
353,Vang (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.3
354,Vang (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
355,Vang (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.9
356,Drammen (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,79.5
357,Drammen (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.5
358,Drammen (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.5
359,Drammen (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
360,Kongsberg (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,90.9
361,Kongsberg (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.7
362,Kongsberg (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.6
363,Kongsberg (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
364,Ringerike (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.1
365,Ringerike (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.3
366,Ringerike (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.0
367,Ringerike (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
368,Hole (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.2
369,Hole (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.7
370,Hole (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.1
371,Hole (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
372,Flå (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,87.5
373,Flå (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.3
374,Flå (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
375,Flå (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
376,Nes (Buskerud) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.8
377,Nes (Buskerud) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.5
378,Nes (Buskerud) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,101.2
379,Nes (Buskerud) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.4
380,Gol (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.3
381,Gol (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.8
382,Gol (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,92.0
383,Gol (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
384,Hemsedal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,72.9
385,Hemsedal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,86.6
386,Hemsedal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.4
387,Hemsedal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
388,Ål (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.1
389,Ål (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.9
390,Ål (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.7
391,Ål (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
392,Hol (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.8
393,Hol (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.1
394,Hol (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.4
395,Hol (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.8
396,Sigdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,75.0
397,Sigdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,86.2
398,Sigdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.1
399,Sigdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
400,Krødsherad (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,79.2
401,Krødsherad (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.6
402,Krødsherad (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.7
403,Krødsherad (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
404,Modum (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.6
405,Modum (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.0
406,Modum (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.5
407,Modum (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
408,Øvre Eiker (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.8
409,Øvre Eiker (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.4
410,Øvre Eiker (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.5
411,Øvre Eiker (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
412,Nedre Eiker (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,77.5
413,Nedre Eiker (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.4
414,Nedre Eiker (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,93.5
415,Nedre Eiker (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
416,Lier (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.4
417,Lier (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.0
418,Lier (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.2
419,Lier (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
420,Røyken (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,77.2
421,Røyken (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,86.1
422,Røyken (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,91.6
423,Røyken (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
424,Hurum (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.4
425,Hurum (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.1
426,Hurum (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.8
427,Hurum (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
428,Flesberg (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,71.7
429,Flesberg (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,85.5
430,Flesberg (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.3
431,Flesberg (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.6
432,Rollag (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.0
433,Rollag (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.9
434,Rollag (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.1
435,Rollag (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,6.1
436,Nore og Uvdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.1
437,Nore og Uvdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.6
438,Nore og Uvdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.6
439,Nore og Uvdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.9
440,Horten (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.4
441,Horten (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.6
442,Horten (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.9
443,Horten (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
444,Holmestrand (-2017),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
445,Holmestrand (-2017),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
446,Holmestrand (-2017),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
447,Holmestrand (-2017),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
448,Tønsberg (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.7
449,Tønsberg (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.0
450,Tønsberg (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.1
451,Tønsberg (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
452,Sandefjord (-2016),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
453,Sandefjord (-2016),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
454,Sandefjord (-2016),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
455,Sandefjord (-2016),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
456,Larvik (-2017),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
457,Larvik (-2017),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
458,Larvik (-2017),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
459,Larvik (-2017),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
460,Sandefjord (2017-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,79.1
461,Sandefjord (2017-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.6
462,Sandefjord (2017-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.2
463,Sandefjord (2017-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
464,Svelvik (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,78.6
465,Svelvik (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,85.9
466,Svelvik (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,90.6
467,Svelvik (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
468,Larvik (2018-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.9
469,Larvik (2018-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.8
470,Larvik (2018-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.3
471,Larvik (2018-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
472,Sande (Vestfold) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.2
473,Sande (Vestfold) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.8
474,Sande (Vestfold) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,93.6
475,Sande (Vestfold) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
476,Hof (-2017),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
477,Hof (-2017),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
478,Hof (-2017),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
479,Hof (-2017),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
480,Holmestrand (2018-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.2
481,Holmestrand (2018-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.7
482,Holmestrand (2018-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.3
483,Holmestrand (2018-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
484,Re (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.1
485,Re (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.8
486,Re (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.8
487,Re (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
488,Andebu (-2016),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
489,Andebu (-2016),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
490,Andebu (-2016),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
491,Andebu (-2016),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
492,Stokke (-2016),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
493,Stokke (-2016),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
494,Stokke (-2016),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
495,Stokke (-2016),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
496,Nøtterøy (-2017),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
497,Nøtterøy (-2017),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
498,Nøtterøy (-2017),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
499,Nøtterøy (-2017),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
500,Tjøme (-2017),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
501,Tjøme (-2017),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
502,Tjøme (-2017),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
503,Tjøme (-2017),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
504,Lardal (-2017),Percentage of 1-2 year-olds in kindergarten (per cent),2019,
505,Lardal (-2017),Percentage of 1-5 year-olds in kindergarten (per cent),2019,
506,Lardal (-2017),Percentage of 3-5 year-olds in kindergarten (per cent),2019,
507,Lardal (-2017),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,
508,Færder (2018-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,83.6
509,Færder (2018-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.5
510,Færder (2018-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.4
511,Færder (2018-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
512,Porsgrunn (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,90.7
513,Porsgrunn (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,98.4
514,Porsgrunn (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,102.9
515,Porsgrunn (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
516,Skien (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.9
517,Skien (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,89.9
518,Skien (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.9
519,Skien (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
520,Notodden (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,89.8
521,Notodden (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.6
522,Notodden (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.0
523,Notodden (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
524,Siljan (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.0
525,Siljan (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.1
526,Siljan (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,92.8
527,Siljan (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
528,Bamble (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.2
529,Bamble (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.0
530,Bamble (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.4
531,Bamble (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
532,Kragerø (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,85.0
533,Kragerø (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.5
534,Kragerø (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.6
535,Kragerø (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
536,Drangedal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,69.7
537,Drangedal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,85.2
538,Drangedal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.2
539,Drangedal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.0
540,Nome (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,80.3
541,Nome (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.3
542,Nome (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.5
543,Nome (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
544,Bø (Telemark) (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,81.9
545,Bø (Telemark) (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.0
546,Bø (Telemark) (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,97.2
547,Bø (Telemark) (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
548,Sauherad (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,72.3
549,Sauherad (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.0
550,Sauherad (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.1
551,Sauherad (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
552,Tinn (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,100.0
553,Tinn (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,99.5
554,Tinn (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,99.2
555,Tinn (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.1
556,Hjartdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,71.9
557,Hjartdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,85.2
558,Hjartdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,93.9
559,Hjartdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.5
560,Seljord (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,75.0
561,Seljord (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,91.7
562,Seljord (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
563,Seljord (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.8
564,Kviteseid (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,70.0
565,Kviteseid (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,83.5
566,Kviteseid (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,92.1
567,Kviteseid (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.0
568,Nissedal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,64.0
569,Nissedal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,88.2
570,Nissedal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,100.0
571,Nissedal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,3.2
572,Fyresdal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,70.0
573,Fyresdal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.2
574,Fyresdal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,112.5
575,Fyresdal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.1
576,Tokke (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,88.9
577,Tokke (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.1
578,Tokke (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,90.7
579,Tokke (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,3.7
580,Vinje (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,92.2
581,Vinje (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,95.2
582,Vinje (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,96.8
583,Vinje (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,4.5
584,Risør (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,82.4
585,Risør (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,90.2
586,Risør (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.8
587,Risør (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.5
588,Grimstad (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.5
589,Grimstad (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.7
590,Grimstad (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.2
591,Grimstad (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.9
592,Arendal (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.6
593,Arendal (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.1
594,Arendal (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.5
595,Arendal (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.7
596,Gjerstad (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,91.2
597,Gjerstad (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,93.9
598,Gjerstad (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,95.3
599,Gjerstad (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.8
600,Vegårshei (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,86.5
601,Vegårshei (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.2
602,Vegårshei (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.5
603,Vegårshei (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
604,Tvedestrand (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,89.3
605,Tvedestrand (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,94.9
606,Tvedestrand (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,98.2
607,Tvedestrand (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.3
608,Froland (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,73.8
609,Froland (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,87.0
610,Froland (-2019),Percentage of 3-5 year-olds in kindergarten (per cent),2019,94.7
611,Froland (-2019),"Number of children, adjusted, per man-year in primary staff, all kindergartens (number)",2019,5.4
612,Lillesand (-2019),Percentage of 1-2 year-olds in kindergarten (per cent),2019,84.8
613,Lillesand (-2019),Percentage of 1-5 year-olds in kindergarten (per cent),2019,92.7
