,region,age,contents,year,value
1921,Skien (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,3.72
1922,Skien (-2019),Under 67 years,Residents in dwellings,2018,165.0
1923,Skien (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.64
1924,Skien (-2019),67-74 years,Residents in dwellings,2018,12.0
1925,Skien (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,2.46
1926,Skien (-2019),75-79 years,Residents in dwellings,2018,
1927,Skien (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
1928,Skien (-2019),80-84 years,Residents in dwellings,2018,
1929,Skien (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
1930,Skien (-2019),85-89 years,Residents in dwellings,2018,8.0
1931,Skien (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,9.94
1932,Skien (-2019),90 years or older,Residents in dwellings,2018,10.0
1933,Skien (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,19.68
1934,Skien (-2019),Unknown age,Residents in dwellings,2018,
1935,Skien (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
1936,Notodden (-2019),"Years, total",Residents in dwellings,2018,273.0
1937,Notodden (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,21.52
1938,Notodden (-2019),Under 67 years,Residents in dwellings,2018,63.0
1939,Notodden (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.1
1940,Notodden (-2019),67-74 years,Residents in dwellings,2018,33.0
1941,Notodden (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,29.3
1942,Notodden (-2019),75-79 years,Residents in dwellings,2018,34.0
1943,Notodden (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,66.8
1944,Notodden (-2019),80-84 years,Residents in dwellings,2018,23.0
1945,Notodden (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,74.92
1946,Notodden (-2019),85-89 years,Residents in dwellings,2018,53.0
1947,Notodden (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,212.86
1948,Notodden (-2019),90 years or older,Residents in dwellings,2018,67.0
1949,Notodden (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,387.28
1950,Notodden (-2019),Unknown age,Residents in dwellings,2018,
1951,Notodden (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
1952,Siljan (-2019),"Years, total",Residents in dwellings,2018,11.0
1953,Siljan (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,4.72
1954,Siljan (-2019),Under 67 years,Residents in dwellings,2018,
1955,Siljan (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
1956,Siljan (-2019),67-74 years,Residents in dwellings,2018,
1957,Siljan (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
1958,Siljan (-2019),75-79 years,Residents in dwellings,2018,
1959,Siljan (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
1960,Siljan (-2019),80-84 years,Residents in dwellings,2018,
1961,Siljan (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
1962,Siljan (-2019),85-89 years,Residents in dwellings,2018,
1963,Siljan (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
1964,Siljan (-2019),90 years or older,Residents in dwellings,2018,
1965,Siljan (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
1966,Siljan (-2019),Unknown age,Residents in dwellings,2018,
1967,Siljan (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
1968,Bamble (-2019),"Years, total",Residents in dwellings,2018,170.0
1969,Bamble (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,12.06
1970,Bamble (-2019),Under 67 years,Residents in dwellings,2018,61.0
1971,Bamble (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,5.3
1972,Bamble (-2019),67-74 years,Residents in dwellings,2018,16.0
1973,Bamble (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,10.94
1974,Bamble (-2019),75-79 years,Residents in dwellings,2018,21.0
1975,Bamble (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,39.48
1976,Bamble (-2019),80-84 years,Residents in dwellings,2018,22.0
1977,Bamble (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,72.84
1978,Bamble (-2019),85-89 years,Residents in dwellings,2018,24.0
1979,Bamble (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,135.6
1980,Bamble (-2019),90 years or older,Residents in dwellings,2018,26.0
1981,Bamble (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,254.9
1982,Bamble (-2019),Unknown age,Residents in dwellings,2018,
1983,Bamble (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
1984,Kragerø (-2019),"Years, total",Residents in dwellings,2018,64.0
1985,Kragerø (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,6.16
1986,Kragerø (-2019),Under 67 years,Residents in dwellings,2018,25.0
1987,Kragerø (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.06
1988,Kragerø (-2019),67-74 years,Residents in dwellings,2018,6.0
1989,Kragerø (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,4.86
1990,Kragerø (-2019),75-79 years,Residents in dwellings,2018,6.0
1991,Kragerø (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,13.88
1992,Kragerø (-2019),80-84 years,Residents in dwellings,2018,9.0
1993,Kragerø (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,29.12
1994,Kragerø (-2019),85-89 years,Residents in dwellings,2018,
1995,Kragerø (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
1996,Kragerø (-2019),90 years or older,Residents in dwellings,2018,
1997,Kragerø (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
1998,Kragerø (-2019),Unknown age,Residents in dwellings,2018,
1999,Kragerø (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2000,Drangedal (-2019),"Years, total",Residents in dwellings,2018,73.0
2001,Drangedal (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,17.9
2002,Drangedal (-2019),Under 67 years,Residents in dwellings,2018,25.0
2003,Drangedal (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,7.58
2004,Drangedal (-2019),67-74 years,Residents in dwellings,2018,5.0
2005,Drangedal (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,12.54
2006,Drangedal (-2019),75-79 years,Residents in dwellings,2018,
2007,Drangedal (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2008,Drangedal (-2019),80-84 years,Residents in dwellings,2018,
2009,Drangedal (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2010,Drangedal (-2019),85-89 years,Residents in dwellings,2018,11.0
2011,Drangedal (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,171.88
2012,Drangedal (-2019),90 years or older,Residents in dwellings,2018,16.0
2013,Drangedal (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,250.0
2014,Drangedal (-2019),Unknown age,Residents in dwellings,2018,
2015,Drangedal (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2016,Nome (-2019),"Years, total",Residents in dwellings,2018,118.0
2017,Nome (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,18.04
2018,Nome (-2019),Under 67 years,Residents in dwellings,2018,52.0
2019,Nome (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,9.86
2020,Nome (-2019),67-74 years,Residents in dwellings,2018,20.0
2021,Nome (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,31.54
2022,Nome (-2019),75-79 years,Residents in dwellings,2018,14.0
2023,Nome (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,52.44
2024,Nome (-2019),80-84 years,Residents in dwellings,2018,13.0
2025,Nome (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,82.28
2026,Nome (-2019),85-89 years,Residents in dwellings,2018,7.0
2027,Nome (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,62.5
2028,Nome (-2019),90 years or older,Residents in dwellings,2018,12.0
2029,Nome (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,126.32
2030,Nome (-2019),Unknown age,Residents in dwellings,2018,
2031,Nome (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2032,Bø (Telemark) (-2019),"Years, total",Residents in dwellings,2018,84.0
2033,Bø (Telemark) (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,12.66
2034,Bø (Telemark) (-2019),Under 67 years,Residents in dwellings,2018,37.0
2035,Bø (Telemark) (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.58
2036,Bø (Telemark) (-2019),67-74 years,Residents in dwellings,2018,8.0
2037,Bø (Telemark) (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,15.42
2038,Bø (Telemark) (-2019),75-79 years,Residents in dwellings,2018,5.0
2039,Bø (Telemark) (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,23.26
2040,Bø (Telemark) (-2019),80-84 years,Residents in dwellings,2018,8.0
2041,Bø (Telemark) (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,62.5
2042,Bø (Telemark) (-2019),85-89 years,Residents in dwellings,2018,16.0
2043,Bø (Telemark) (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,166.66
2044,Bø (Telemark) (-2019),90 years or older,Residents in dwellings,2018,10.0
2045,Bø (Telemark) (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,185.18
2046,Bø (Telemark) (-2019),Unknown age,Residents in dwellings,2018,
2047,Bø (Telemark) (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2048,Sauherad (-2019),"Years, total",Residents in dwellings,2018,32.0
2049,Sauherad (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,7.46
2050,Sauherad (-2019),Under 67 years,Residents in dwellings,2018,7.0
2051,Sauherad (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,2.0
2052,Sauherad (-2019),67-74 years,Residents in dwellings,2018,5.0
2053,Sauherad (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,12.34
2054,Sauherad (-2019),75-79 years,Residents in dwellings,2018,
2055,Sauherad (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2056,Sauherad (-2019),80-84 years,Residents in dwellings,2018,
2057,Sauherad (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2058,Sauherad (-2019),85-89 years,Residents in dwellings,2018,6.0
2059,Sauherad (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,84.5
2060,Sauherad (-2019),90 years or older,Residents in dwellings,2018,10.0
2061,Sauherad (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,227.28
2062,Sauherad (-2019),Unknown age,Residents in dwellings,2018,
2063,Sauherad (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2064,Tinn (-2019),"Years, total",Residents in dwellings,2018,88.0
2065,Tinn (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,15.22
2066,Tinn (-2019),Under 67 years,Residents in dwellings,2018,27.0
2067,Tinn (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,5.9
2068,Tinn (-2019),67-74 years,Residents in dwellings,2018,11.0
2069,Tinn (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,16.82
2070,Tinn (-2019),75-79 years,Residents in dwellings,2018,
2071,Tinn (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2072,Tinn (-2019),80-84 years,Residents in dwellings,2018,
2073,Tinn (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2074,Tinn (-2019),85-89 years,Residents in dwellings,2018,21.0
2075,Tinn (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,170.74
2076,Tinn (-2019),90 years or older,Residents in dwellings,2018,18.0
2077,Tinn (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,233.76
2078,Tinn (-2019),Unknown age,Residents in dwellings,2018,
2079,Tinn (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2080,Hjartdal (-2019),"Years, total",Residents in dwellings,2018,6.0
2081,Hjartdal (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,3.82
2082,Hjartdal (-2019),Under 67 years,Residents in dwellings,2018,6.0
2083,Hjartdal (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,4.88
2084,Hjartdal (-2019),67-74 years,Residents in dwellings,2018,
2085,Hjartdal (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2086,Hjartdal (-2019),75-79 years,Residents in dwellings,2018,
2087,Hjartdal (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2088,Hjartdal (-2019),80-84 years,Residents in dwellings,2018,
2089,Hjartdal (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2090,Hjartdal (-2019),85-89 years,Residents in dwellings,2018,
2091,Hjartdal (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2092,Hjartdal (-2019),90 years or older,Residents in dwellings,2018,
2093,Hjartdal (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2094,Hjartdal (-2019),Unknown age,Residents in dwellings,2018,
2095,Hjartdal (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2096,Seljord (-2019),"Years, total",Residents in dwellings,2018,40.0
2097,Seljord (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,13.64
2098,Seljord (-2019),Under 67 years,Residents in dwellings,2018,13.0
2099,Seljord (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,5.56
2100,Seljord (-2019),67-74 years,Residents in dwellings,2018,5.0
2101,Seljord (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,15.52
2102,Seljord (-2019),75-79 years,Residents in dwellings,2018,
2103,Seljord (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2104,Seljord (-2019),80-84 years,Residents in dwellings,2018,
2105,Seljord (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2106,Seljord (-2019),85-89 years,Residents in dwellings,2018,7.0
2107,Seljord (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,145.84
2108,Seljord (-2019),90 years or older,Residents in dwellings,2018,7.0
2109,Seljord (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,212.12
2110,Seljord (-2019),Unknown age,Residents in dwellings,2018,
2111,Seljord (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2112,Kviteseid (-2019),"Years, total",Residents in dwellings,2018,44.0
2113,Kviteseid (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,18.32
2114,Kviteseid (-2019),Under 67 years,Residents in dwellings,2018,
2115,Kviteseid (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2116,Kviteseid (-2019),67-74 years,Residents in dwellings,2018,
2117,Kviteseid (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2118,Kviteseid (-2019),75-79 years,Residents in dwellings,2018,
2119,Kviteseid (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2120,Kviteseid (-2019),80-84 years,Residents in dwellings,2018,
2121,Kviteseid (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2122,Kviteseid (-2019),85-89 years,Residents in dwellings,2018,
2123,Kviteseid (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2124,Kviteseid (-2019),90 years or older,Residents in dwellings,2018,
2125,Kviteseid (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2126,Kviteseid (-2019),Unknown age,Residents in dwellings,2018,
2127,Kviteseid (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2128,Nissedal (-2019),"Years, total",Residents in dwellings,2018,15.0
2129,Nissedal (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,10.16
2130,Nissedal (-2019),Under 67 years,Residents in dwellings,2018,
2131,Nissedal (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2132,Nissedal (-2019),67-74 years,Residents in dwellings,2018,
2133,Nissedal (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2134,Nissedal (-2019),75-79 years,Residents in dwellings,2018,
2135,Nissedal (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2136,Nissedal (-2019),80-84 years,Residents in dwellings,2018,
2137,Nissedal (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2138,Nissedal (-2019),85-89 years,Residents in dwellings,2018,
2139,Nissedal (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2140,Nissedal (-2019),90 years or older,Residents in dwellings,2018,
2141,Nissedal (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2142,Nissedal (-2019),Unknown age,Residents in dwellings,2018,
2143,Nissedal (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2144,Fyresdal (-2019),"Years, total",Residents in dwellings,2018,32.0
2145,Fyresdal (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,24.88
2146,Fyresdal (-2019),Under 67 years,Residents in dwellings,2018,
2147,Fyresdal (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2148,Fyresdal (-2019),67-74 years,Residents in dwellings,2018,
2149,Fyresdal (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2150,Fyresdal (-2019),75-79 years,Residents in dwellings,2018,
2151,Fyresdal (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2152,Fyresdal (-2019),80-84 years,Residents in dwellings,2018,
2153,Fyresdal (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2154,Fyresdal (-2019),85-89 years,Residents in dwellings,2018,
2155,Fyresdal (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2156,Fyresdal (-2019),90 years or older,Residents in dwellings,2018,
2157,Fyresdal (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2158,Fyresdal (-2019),Unknown age,Residents in dwellings,2018,
2159,Fyresdal (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2160,Tokke (-2019),"Years, total",Residents in dwellings,2018,38.0
2161,Tokke (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,17.06
2162,Tokke (-2019),Under 67 years,Residents in dwellings,2018,12.0
2163,Tokke (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.7
2164,Tokke (-2019),67-74 years,Residents in dwellings,2018,6.0
2165,Tokke (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,27.9
2166,Tokke (-2019),75-79 years,Residents in dwellings,2018,
2167,Tokke (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2168,Tokke (-2019),80-84 years,Residents in dwellings,2018,
2169,Tokke (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2170,Tokke (-2019),85-89 years,Residents in dwellings,2018,5.0
2171,Tokke (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,135.14
2172,Tokke (-2019),90 years or older,Residents in dwellings,2018,7.0
2173,Tokke (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,218.76
2174,Tokke (-2019),Unknown age,Residents in dwellings,2018,
2175,Tokke (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2176,Vinje (-2019),"Years, total",Residents in dwellings,2018,64.0
2177,Vinje (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,17.2
2178,Vinje (-2019),Under 67 years,Residents in dwellings,2018,22.0
2179,Vinje (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,7.28
2180,Vinje (-2019),67-74 years,Residents in dwellings,2018,5.0
2181,Vinje (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,14.04
2182,Vinje (-2019),75-79 years,Residents in dwellings,2018,5.0
2183,Vinje (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,34.02
2184,Vinje (-2019),80-84 years,Residents in dwellings,2018,5.0
2185,Vinje (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,51.02
2186,Vinje (-2019),85-89 years,Residents in dwellings,2018,9.0
2187,Vinje (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,163.64
2188,Vinje (-2019),90 years or older,Residents in dwellings,2018,18.0
2189,Vinje (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,439.02
2190,Vinje (-2019),Unknown age,Residents in dwellings,2018,
2191,Vinje (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2192,Risør (-2019),"Years, total",Residents in dwellings,2018,118.0
2193,Risør (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,17.24
2194,Risør (-2019),Under 67 years,Residents in dwellings,2018,52.0
2195,Risør (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,9.62
2196,Risør (-2019),67-74 years,Residents in dwellings,2018,16.0
2197,Risør (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,20.08
2198,Risør (-2019),75-79 years,Residents in dwellings,2018,7.0
2199,Risør (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,23.72
2200,Risør (-2019),80-84 years,Residents in dwellings,2018,8.0
2201,Risør (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,52.98
2202,Risør (-2019),85-89 years,Residents in dwellings,2018,18.0
2203,Risør (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,140.62
2204,Risør (-2019),90 years or older,Residents in dwellings,2018,17.0
2205,Risør (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,220.78
2206,Risør (-2019),Unknown age,Residents in dwellings,2018,
2207,Risør (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2208,Grimstad (-2019),"Years, total",Residents in dwellings,2018,216.0
2209,Grimstad (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,9.3
2210,Grimstad (-2019),Under 67 years,Residents in dwellings,2018,77.0
2211,Grimstad (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.86
2212,Grimstad (-2019),67-74 years,Residents in dwellings,2018,25.0
2213,Grimstad (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,14.18
2214,Grimstad (-2019),75-79 years,Residents in dwellings,2018,13.0
2215,Grimstad (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,19.52
2216,Grimstad (-2019),80-84 years,Residents in dwellings,2018,26.0
2217,Grimstad (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,56.16
2218,Grimstad (-2019),85-89 years,Residents in dwellings,2018,31.0
2219,Grimstad (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,119.24
2220,Grimstad (-2019),90 years or older,Residents in dwellings,2018,44.0
2221,Grimstad (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,291.4
2222,Grimstad (-2019),Unknown age,Residents in dwellings,2018,
2223,Grimstad (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2224,Arendal (1992-2019),"Years, total",Residents in dwellings,2018,332.0
2225,Arendal (1992-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,7.42
2226,Arendal (1992-2019),Under 67 years,Residents in dwellings,2018,151.0
2227,Arendal (1992-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,4.02
2228,Arendal (1992-2019),67-74 years,Residents in dwellings,2018,33.0
2229,Arendal (1992-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,8.46
2230,Arendal (1992-2019),75-79 years,Residents in dwellings,2018,27.0
2231,Arendal (1992-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,18.38
2232,Arendal (1992-2019),80-84 years,Residents in dwellings,2018,21.0
2233,Arendal (1992-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,21.22
2234,Arendal (1992-2019),85-89 years,Residents in dwellings,2018,39.0
2235,Arendal (1992-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,67.7
2236,Arendal (1992-2019),90 years or older,Residents in dwellings,2018,61.0
2237,Arendal (1992-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,162.66
2238,Arendal (1992-2019),Unknown age,Residents in dwellings,2018,
2239,Arendal (1992-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2240,Gjerstad (-2019),"Years, total",Residents in dwellings,2018,36.0
2241,Gjerstad (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,14.66
2242,Gjerstad (-2019),Under 67 years,Residents in dwellings,2018,
2243,Gjerstad (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2244,Gjerstad (-2019),67-74 years,Residents in dwellings,2018,
2245,Gjerstad (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2246,Gjerstad (-2019),75-79 years,Residents in dwellings,2018,
2247,Gjerstad (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2248,Gjerstad (-2019),80-84 years,Residents in dwellings,2018,
2249,Gjerstad (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2250,Gjerstad (-2019),85-89 years,Residents in dwellings,2018,9.0
2251,Gjerstad (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,243.24
2252,Gjerstad (-2019),90 years or older,Residents in dwellings,2018,10.0
2253,Gjerstad (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,344.82
2254,Gjerstad (-2019),Unknown age,Residents in dwellings,2018,
2255,Gjerstad (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2256,Vegårshei (-2019),"Years, total",Residents in dwellings,2018,27.0
2257,Vegårshei (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,12.9
2258,Vegårshei (-2019),Under 67 years,Residents in dwellings,2018,
2259,Vegårshei (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2260,Vegårshei (-2019),67-74 years,Residents in dwellings,2018,
2261,Vegårshei (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2262,Vegårshei (-2019),75-79 years,Residents in dwellings,2018,
2263,Vegårshei (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2264,Vegårshei (-2019),80-84 years,Residents in dwellings,2018,
2265,Vegårshei (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2266,Vegårshei (-2019),85-89 years,Residents in dwellings,2018,6.0
2267,Vegårshei (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,260.86
2268,Vegårshei (-2019),90 years or older,Residents in dwellings,2018,9.0
2269,Vegårshei (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,360.0
2270,Vegårshei (-2019),Unknown age,Residents in dwellings,2018,
2271,Vegårshei (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
