,region,sex,age,contents,year,value
658,Nes (Buskerud) (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.4
659,Nes (Buskerud) (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.0
660,Nes (Buskerud) (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.0
661,Nes (Buskerud) (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.1
662,Nes (Buskerud) (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.0
663,Nes (Buskerud) (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.4
664,Nes (Buskerud) (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.4
665,Gol (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.7
666,Gol (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,55.4
667,Gol (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.3
668,Gol (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.5
669,Gol (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,84.6
670,Gol (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,77.1
671,Gol (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.9
672,Hemsedal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,74.2
673,Hemsedal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.3
674,Hemsedal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.3
675,Hemsedal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.5
676,Hemsedal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.6
677,Hemsedal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.1
678,Hemsedal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,36.6
679,Ål (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.9
680,Ål (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.7
681,Ål (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,72.1
682,Ål (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.6
683,Ål (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.5
684,Ål (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,73.5
685,Ål (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.8
686,Hol (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,72.6
687,Hol (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,52.0
688,Hol (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.3
689,Hol (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.2
690,Hol (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,87.2
691,Hol (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.8
692,Hol (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,35.4
693,Sigdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,72.1
694,Sigdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,51.9
695,Sigdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,76.1
696,Sigdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.0
697,Sigdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.8
698,Sigdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,74.1
699,Sigdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,35.8
700,Krødsherad (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.0
701,Krødsherad (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.0
702,Krødsherad (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.7
703,Krødsherad (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.1
704,Krødsherad (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.8
705,Krødsherad (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.8
706,Krødsherad (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.0
707,Modum (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.5
708,Modum (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.6
709,Modum (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.4
710,Modum (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.3
711,Modum (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.6
712,Modum (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.1
713,Modum (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.6
714,Øvre Eiker (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.9
715,Øvre Eiker (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.1
716,Øvre Eiker (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.7
717,Øvre Eiker (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.3
718,Øvre Eiker (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.7
719,Øvre Eiker (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.3
720,Øvre Eiker (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.4
721,Nedre Eiker (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.5
722,Nedre Eiker (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.5
723,Nedre Eiker (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.9
724,Nedre Eiker (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.8
725,Nedre Eiker (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.8
726,Nedre Eiker (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.1
727,Nedre Eiker (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.9
728,Lier (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.0
729,Lier (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.9
730,Lier (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.3
731,Lier (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.0
732,Lier (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.2
733,Lier (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.3
734,Lier (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.6
735,Røyken (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.8
736,Røyken (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.8
737,Røyken (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.0
738,Røyken (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.7
739,Røyken (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.7
740,Røyken (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,73.0
741,Røyken (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.2
742,Hurum (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.2
743,Hurum (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.0
744,Hurum (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,61.0
745,Hurum (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.9
746,Hurum (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.5
747,Hurum (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.5
748,Hurum (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.6
749,Flesberg (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.5
750,Flesberg (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.6
751,Flesberg (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,76.6
752,Flesberg (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.7
753,Flesberg (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.2
754,Flesberg (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.0
755,Flesberg (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.5
756,Rollag (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.5
757,Rollag (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,57.3
758,Rollag (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,72.6
759,Rollag (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.4
760,Rollag (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.2
761,Rollag (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.5
762,Rollag (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.4
763,Nore og Uvdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,75.6
764,Nore og Uvdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,59.0
765,Nore og Uvdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,80.6
766,Nore og Uvdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,86.3
767,Nore og Uvdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,87.1
768,Nore og Uvdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.8
769,Nore og Uvdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,40.8
770,Horten (2002-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.1
771,Horten (2002-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.7
772,Horten (2002-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,58.2
773,Horten (2002-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,74.0
774,Horten (2002-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.5
775,Horten (2002-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.9
776,Horten (2002-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.6
777,Tønsberg (1988-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.9
778,Tønsberg (1988-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.7
779,Tønsberg (1988-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.9
780,Tønsberg (1988-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.0
781,Tønsberg (1988-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.3
782,Tønsberg (1988-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.3
783,Tønsberg (1988-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.2
784,Sandefjord (2017-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.5
785,Sandefjord (2017-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.7
786,Sandefjord (2017-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.0
787,Sandefjord (2017-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.6
788,Sandefjord (2017-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.2
789,Sandefjord (2017-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.3
790,Sandefjord (2017-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.8
791,Svelvik (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.3
792,Svelvik (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,30.4
793,Svelvik (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.1
794,Svelvik (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,74.9
795,Svelvik (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.0
796,Svelvik (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.5
797,Svelvik (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.6
798,Larvik (2018-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.9
799,Larvik (2018-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.0
800,Larvik (2018-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.4
801,Larvik (2018-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.5
802,Larvik (2018-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.2
803,Larvik (2018-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,62.7
804,Larvik (2018-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.4
805,Sande (Vestfold) (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.1
806,Sande (Vestfold) (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.3
807,Sande (Vestfold) (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.4
808,Sande (Vestfold) (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.9
809,Sande (Vestfold) (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.0
810,Sande (Vestfold) (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.3
811,Sande (Vestfold) (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.6
812,Holmestrand (2018-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.9
813,Holmestrand (2018-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.1
814,Holmestrand (2018-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.2
815,Holmestrand (2018-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.0
816,Holmestrand (2018-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.6
817,Holmestrand (2018-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,62.2
818,Holmestrand (2018-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.8
819,Re (2002-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.9
820,Re (2002-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,46.3
821,Re (2002-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.6
822,Re (2002-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.3
823,Re (2002-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.3
824,Re (2002-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.1
825,Re (2002-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.9
826,Færder (2018-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.8
827,Færder (2018-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.5
828,Færder (2018-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,56.7
829,Færder (2018-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.6
830,Færder (2018-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.8
831,Færder (2018-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.8
832,Færder (2018-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.4
833,Porsgrunn (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.8
834,Porsgrunn (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.8
835,Porsgrunn (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.5
836,Porsgrunn (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.9
837,Porsgrunn (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.7
838,Porsgrunn (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.2
839,Porsgrunn (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.7
840,Skien (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.4
841,Skien (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.8
842,Skien (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.8
843,Skien (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.7
844,Skien (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.3
845,Skien (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.5
846,Skien (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.7
847,Notodden (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.7
848,Notodden (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.1
849,Notodden (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.8
850,Notodden (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,74.9
851,Notodden (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.2
852,Notodden (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.7
853,Notodden (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.2
854,Siljan (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.7
855,Siljan (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,46.9
856,Siljan (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.7
857,Siljan (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.9
858,Siljan (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.1
859,Siljan (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.7
860,Siljan (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.4
861,Bamble (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.0
862,Bamble (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.9
863,Bamble (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.1
864,Bamble (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.0
865,Bamble (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.6
866,Bamble (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.3
867,Bamble (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.8
868,Kragerø (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,59.3
869,Kragerø (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,35.2
870,Kragerø (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.1
871,Kragerø (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,73.9
872,Kragerø (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.6
873,Kragerø (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.8
874,Kragerø (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.3
875,Drangedal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.5
876,Drangedal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.6
877,Drangedal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.8
878,Drangedal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.1
879,Drangedal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.7
880,Drangedal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,62.7
881,Drangedal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.5
882,Nome (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.4
883,Nome (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.5
884,Nome (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,61.1
885,Nome (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.0
886,Nome (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.5
887,Nome (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.6
888,Nome (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.6
889,Bø (Telemark) (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.4
890,Bø (Telemark) (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,29.9
891,Bø (Telemark) (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,42.3
892,Bø (Telemark) (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,72.2
893,Bø (Telemark) (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.3
894,Bø (Telemark) (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.7
895,Bø (Telemark) (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.2
896,Sauherad (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.9
897,Sauherad (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,27.2
898,Sauherad (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.7
899,Sauherad (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.2
900,Sauherad (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.9
901,Sauherad (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.5
902,Sauherad (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.9
903,Tinn (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.1
904,Tinn (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.1
905,Tinn (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.3
906,Tinn (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.7
907,Tinn (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.9
908,Tinn (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.9
909,Tinn (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.5
910,Hjartdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.3
911,Hjartdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.7
912,Hjartdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,80.4
913,Hjartdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.3
914,Hjartdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.1
915,Hjartdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.4
916,Hjartdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.8
917,Seljord (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.2
918,Seljord (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,50.5
919,Seljord (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.4
920,Seljord (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.2
921,Seljord (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.4
922,Seljord (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.3
923,Seljord (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.6
924,Kviteseid (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.3
925,Kviteseid (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.3
926,Kviteseid (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.8
927,Kviteseid (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.1
928,Kviteseid (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.9
929,Kviteseid (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.2
930,Kviteseid (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.4
931,Nissedal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.2
932,Nissedal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.8
933,Nissedal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.2
934,Nissedal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.7
935,Nissedal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.6
936,Nissedal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.3
937,Nissedal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.2
938,Fyresdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.7
939,Fyresdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.3
